classification_notes,classification_viewOfferedOnMarriedWomensWork,classification_wasTheMarriedWomensWorkDiscussedIncontextOfMotherhood,classification_occupation,classification_skilled_unskilled,contextText,location_fromMOH,location_current,location_latitude,location_longitude,source_bNumber,source_fileName,source_url,searchCriteria_type,searchCriteria_bigram,searchCriteria_list1,searchCriteria_list2,time_year,xxx_notes,latitude,longitude
0,Not applicable/no view,No,Teaching,Skilled,cases ofteachers returning to duty after extended leave of absence (a) owing to personal illness ; (6) for educational purposes; (c) to married women under No 31 of the Regulations in regard to the education service,LondonCountyCouncil,London County Council,0,0,b18252680,LondonCountyCouncil.1921.b18252680.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18252680/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1921,0,0,0
0,Negative,No,"Medicine, Other","Unskilled, skilled","His place was taken from 3rd October by Dr. G. F. Hardy, M.C., who was appointed temporarily. Dr. Gladys Miall-Smith, Assistant Medical Officer for Maternity and Child Welfare, left the Council's service on 19th November, in consequence of her marriage. Her medical consultations at the Council's Centres were undertaken temporarily by part-time medical officers. In consequence of the same resolution of the Council on the subject of the employment of married women whose husbands were in a position to support them, Mrs. Barrett and Mrs. Cook, assistants at the Personal Cleansing Station, and Mrs. Reid, assistant at the Prospect Terrace Baths, left in July. Mrs. Baxter's place was filled temporarily and Mrs. A. Wright and Mrs. A. Styles were appointed at the Cleansing Station on 13th July. Mrs. Wright afterwards resigned and Mrs. L. Blaby was appointed in her place on 16th November. Mrs. L. Arnold was appointed in Mrs. Reid's place on 13th July. Miss H. Payne, sanitary inspector, left the Council's service at the end of May",StPancrasMetropolitanBorough,Camden,0,0,b1825200x,StPancrasMetropolitanBorough.1921.b1825200x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1825200x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1921,Add more text to the end of this,51.546394,-0.157424
0,Not applicable/no view,No,Unspecified,Unspecified,"The smaller proportion of females in the age groups 20-39 may be due to young women leaving Woolwich to find employment elsewhere, or to the fact that the London female population at these ages is increased by provincial immigrants who would not be likely to settle in Woolwich where there is very little opportunity for them to find work. This explanation is supported by the fact that, comparatively speaking, there is less female labour employed in Woolwich than in any other Metropolitan Borough, and particularly is this so in the case of married women of whom, approximately, one in twenty is employed compared with one in nine in London as a whole.",Woolwich,Greenwich,0,0,b19823447,Woolwich.1922.b19823447.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19823447/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1922,0,51.474432,0.055547
0,Not applicable,No,Unspecified,Unspecified,"The total number of females over 12 is given as 19,652; of this number 10,333 were described as gainfully occupied. The following table gives the population in Holborn over 12 years of age in relation to marriage and occupation:— Males. Females. Single. Married. Widowed or Divorced. Single. Married. Widowed or Divorced. Total 8 708 8,297 947 9,415 7,741 2,496 Number occupied 6,643 7,296 689 7,149 1,830 1,354 Number not occupied 2,065 901 159 2,266 3,911 1,142 The number of married women occupied away from their homes is equal to 23.7 per cent. of the total number of married women in the Borough. This high percentage of wives following an occupation is exceeded in London only in the City of London, where the proportion is 30.6 per cent., and in the Borough of Shoreditch, 24.1 per cent.; Holborn is closely followed by Finsbury with 23.1 per cent.; at the other end of the scale we have Woolwich with 5.3 per cent., Lewisham 6.1 per cent., Wandsworth 7.8 per cent., and Stoke Newington 10.2 per cent. ",Holborn,Camden,0,0,b18116565,Holborn.1923.b18116565.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18116565/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1923,This includes a table,51.546394,-0.157424
0,Neutral,Yes,"Unspecified, Laundry","Unskilled, skilled","Maternal mortality does not seem to bear much relation to the percentage of married women engaged in extra-domestic duties. In the Metropolitan Boroughs, the lowest mortalities are in those districts which have the highest percentage of married women engaged in some extra-domestic occupation. In last year's report, figures were given showing the position of Acton in this respect. The relationship between these two factors has been discussed, but no definite conclusion can be drawn. Certain kinds of employment may be harmful. The nature of the work may be such as to exert a harmful effect upon pregnancy and child-bearing, as, for example, certain processes necessitating the use of lead",Acton,Ealing,0,0,b19783541,Acton.1924.b19783541.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19783541/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1924,Get more text to add to end,51.522475,-0.331026
0,Not applicable/No view,No,Teaching,Skilled,teachers returning to duty after extended leave of absence (i.) owing to personal illness; (ii.) for educational purposes; (iii.) married women under E.22 of the Regulations,LondonCountyCouncil,London County Council,0,0,b18252710,LondonCountyCouncil.1924.b18252710.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18252710/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1924,0,0,0
0,Not applicable/No view,Yes,Unspecified,Unspecified,"Children under 5 years of age are admitted to the Infants' Departments whenever, in the opinion of the School Attendance Committee, it is desirable because the children cannot be properly cared for at home on account of the mother having to go out to work or on account of some other circumstance militating against proper care at home during the ordinary school hours. Very few married women are engaged in regular employment in the district and consequently there is little demand for a special nursery school. ",Ealing,Ealing,0,0,b19787856,Ealing.1925.b19787856.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787856/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1925,0,51.522475,-0.331026
0,Not applicable/No view,Yes,Unspecified,Unspecified,Comparatively few married women are engaged in regular employment in the Borough and consequently there has not been much demand for Nursery Schools.,Ealing,Ealing,0,0,b19787868,Ealing.1926.b19787868.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787868/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1926,0,51.522475,-0.331026
0,Not applicable/No view,Yes,Unspecified,Unspecified,"There are no Nursery Schools within the Borough, but children between 4 and 5 years of age are admitted to the Infants' Departments whenever the School Attendance Committee is of opinion that it is to their advantage, on account of special home circumstances such as the occupation of the mother or the overcrowded or unsuitable conditions, to be admitted. Each case is considered on its merits by the Committee on an application being made by the parents. Very few married women in the district are engaged in regular employment, so that there has at no time been any insistent demand for Nursery Schools. SECONDARY SCHOOLS.",Ealing,Ealing,0,0,b1978787x,Ealing.1927.b1978787x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1978787x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1927,0,51.522475,-0.331026
0,Not applicable/No view,Yes,Unspecified,Unspecified,"The Local Education Authority have not established any Nursery Schools, but children between four and five years of age are admitted to the Infants' Departments if accommodation is available whenever the School Attendance Sub-Committee are satisfied that it will be of advantage to the child to be so dealt with, because of particular circumstances such as the employment of the mother or the overcrowded or unsuitable conditions of the home. Each case is considered on its merits by the Committee on an application being made by the parents. Very few married women engage in regular employment in the Borough so that there is no insistent demand for Nursery Schools. ",Ealing,Ealing,0,0,b19787881,Ealing.1928.b19787881.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787881/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1928,0,51.522475,-0.331026
0,Not applicable/no view,Yes,"Laundry, Factory, Unspecified","Unskilled, unspecified","Formerly, extra domestic labour carried on into late pregnancy was supposed to have considerable influence in bringing: about a premature birth. It is quite conceivable that employment of married women in laundries, which involved prolonged periods on their feet and in an upright position would be conducive to premature birth, but such conditions are now rare and in very few instances were the mothers employed in laundries or in any other industrial employment. An examination of the distribution of deaths from prematurity and other pre-natal causes would suggest that extra domestic labour is not now an important factor.",Acton,Ealing,0,0,b19783590,Acton.1929.b19783590.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19783590/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1929,0,51.522475,-0.331026
0,Not applicable/no view,Yes,Unspecified,Unspecified,Very few married women engaged in regular employment and the housing difficulties are not so insistent as they are in crowded industrial areas.,Ealing,Ealing,0,0,b19787893,Ealing.1929.b19787893.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787893/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1929,0,51.522475,-0.331026
0,Not applicable/no view,Yes,Unspecified,Unspecified,"They were established during the war and extensively used, but immediately after the war they were closed because nobody wanted to use them—no doubt due to the fact that there are relatively fewer married women employed in Woolwich than in any other Borough in London. With this avenue closed, it was necessary to find some other means of approaching the problem, and ultimately it was decided to institute a scheme to provide for the medical inspection of the toddler on similar lines to the medical examination of school children, but making provision for such examination in the third, fourth and fifth year of life.",Woolwich,Greenwich,0,0,b19823526,Woolwich.1930.b19823526.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19823526/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1930,0,51.474432,0.055547
0,Not applicable/no view,Yes,Unspecified,Unspecified,"There is very little regular employment of married women and housing difficulties are not so acute as to call for special provision for children under 5 years of age. Some mothers certainly do go out to work and their children have to be looked after in their absence, but they are located at widely scattered parts in the Borough and are not so congregated as to make the opening of a nursery school convenient for all or even most of them.",Ealing,Ealing,0,0,b19787923,Ealing.1932.b19787923.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787923/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1932,0,51.522475,-0.331026
0,Not applicable/No view,No,Domestic Service,Unskilled,"The City offiers much employment to single persons in resident posts as hotel, club or domestic servants, and to married couples without children as caretakers.",CityofWestminster,City of Westminster,0,0,b18247945,CityofWestminster.1932.b18247945.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18247945/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1932,0,51.513444,-0.160467
0,Not applicable/No view,No,Medicine,Skilled,"Renewed acknowledgment must be made of the excellent work of the staff. Women's Clinic.—The staffing and scope of this Clinic were detailed in the Report for 1932, and remained unaltered up to the end of September, when Miss M. Basden, M.D., F.R.C.S., F.C.O.G., was appointed to succeed Mrs. Ivens-Knowles who, unfortunately, resigned for personal reasons.",Walthamstow,Waltham Forest,0,0,b19876397,Walthamstow.1933.b19876397.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19876397/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1933,0,51.594033,-0.01264
0,Not applicable/no view,No,Unspecified,Unspecified,"The figures for unemployed women vary from 250 in winter to 160 in summer. These are chiefly young married women who are ""in and out,"" not being on the register long.",Harrow,Harrow,0,0,b19824361,Harrow.1935.b19824361.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19824361/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1935,0,51.597723,-0.341267
0,Positive,No,Midwifery,Skilled,"To encourage midwives in the employment of the Council to improve their status in the profession and thereby be of more value to the Council's Scheme, an additional increment of £10 a year should be granted to any midwife obtaining the teacher's certificate or an increment of £25 a year if she is ultimately employed in training pupils. 38 Appointment of married women. The Minister of Health in his Circular draws special attention to the fact that many authorities have a rule prohibiting the employment of married women and trusts that when first selecting midwives for salaried posts, the local authority will, where necessary, so revise this rule as to enable them to have regard only to their efficiency as midwives, subject, of course, to their ability to undertake whole-time employment. In view of this recommendation by the Minister it is suggested that in respect of the first appointments to the service married women at present in practice in the area be considered, subject to their ability to undertake whole-time employment.",Ealing,Ealing,0,0,b19787960,Ealing.1936.b19787960.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19787960/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1936,0,51.522475,-0.331026
0,Neutral,Yes,Laundry,Unskilled,"done in bag-washers and other closed containers, and then passed through the hydro-extractors operated by men. Married female labour was largely utilised, but this has not been eliminated by present conditions. Although most of the work has become mechanised, some of the processes still require an extensive experience as well as individual skill, and some of the most experienced and skilful are married women. This need for marieed female labour operates in diverse ways: it has its attendant evils as well as its economic advantages to the families concerned. the Day Nursery was established to meet the demands of the married women who worked in the laundries, and from its continued popularity, it shows that the demand still exists.",Acton,Ealing,0,0,b19783668,Acton.1936.b19783668.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19783668/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1936,More text needed (from beginning of extract),51.522475,-0.331026
0,Neutral,Yes,"Factory, Laundry, Outwork",Unskilled,"It is a moot point if mothers should be encourraged to go into factories; is it a disadvantage to the children and also the mother benefit from factory life? The extra money is 2 temptation, but the home of the outdoor worker under the best of conditions presents a serious social problem. In some industrial encouragement is given to young married women to return to factories; they are the more experienced and expert workers, and requests are frequently made for their return, especially at rush periods. This is especially true of the laundry industry, but far as our figures go, the same conditions do not apply in the factories in North Acton.",Acton,Ealing,0,0,b19783681,Acton.1938.b19783681.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19783681/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1938,More text also useful at the end of the extract,51.522475,-0.331026
0,Negative,Yes,Unspecified,Unspecified,"it makes upon her lungs, heart and other organs, to the effort of a trained woman athlete representing her country in some international games, and the effort demanded of the picked man who is chosen to go on Polar and other hazardous expeditions. We know what care is taken to see that these men and women are physically fit before they enter upon the later stages of their training, or before they actually go beyond the 132 reach of ordinary medical care, and it must be obvious that the same care and attention should be taken to see that young married women are fit to undertake the arduous and serious task of child-bearing. Once more I can only say that it is too late to try to build up the physique of a woman when she is already pregnant. Public Health Departments, both central and local, must see that something is done to ensure that all young married women are adequately instructed in matters of diet, have the necessary money to buy the essential constituents of a full and balanced diet, and that steps are taken to see they are brought up in such habits that they balance work",Barking,Barking and Dagenham,0,0,b19784284,Barking.1938.b19784284.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19784284/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1938,Need further text at the end of this extract - crucial sentence is there,51.54396,0.13317
0,Not applicable/No view,Yes,War work (WWII),"Unskilled, skilled",A considerable number of married women who registered under the National Services Act stated they would be prepared to do work of national importance. As many of these women had young children some provision was required to be made for their care during the mothers' working hours.,Wandsworth,Wandsworth,0,0,b18250993,Wandsworth.1941.b18250993.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18250993/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1941,0,51.451974,-0.186191
0,Not applicable/No view,No,War work (WWII),"Unskilled, skilled","grave shortage of nursing staff throughout the country and the gradual and continual withdrawal for national needs of experienced men and women of all grades, the hospitals staff have, by working longer hours in some cases, by more intensive application in others, and by cheerful acceptance generally of wartime stress and strain, successfully carried out their task of providing treatment for a substantial proportion of the sick population of the County of London. The methods which were adopted to meet the shortage of staff arising from wartime conditions, e.g., employment of women as substitutes for porters and laundrymen, employment of married women and of staff generally beyond the normal 16 age of retirement, to which reference is made in my Interim Report for 1941, have continued to be applied throughout the year. There have been a number of vacancies which could not be filled at once—amounting on an average to about five per cent. of the total positions.",LondonCountyCouncil,London County Council,0,0,b18252874,LondonCountyCouncil.1942.b18252874.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18252874/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1942,0,0,0
0,Not applicable/No view,Yes,War work (WWII),"Unskilled, skilled","It was somewhat unfortunate that the nurseries were opened at a time when measles, scarlet fever, whooping cough and chicken pox were epidemic. In spite of the fact that the prime function of these nurseries is to release married women for industry, there are certain fundamental public health precautionary measures (e.g., exclusion of children with infectious or suspiciously infectious illness ; quarantine, etc.) which must be enforced in the public interest even although their enforcement may keep the mothers at home for a time.",Leyton,Waltham Forest,0,0,b1979289x,Leyton.1943.b1979289x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1979289x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1943,0,51.594033,-0.01264
0,Not applicable/No view,No,Domestic service,Unskilled,"The revised Home Help scheme operating during the year 1944 has provided domestic assistance for 28 households as compared with 8 only during the previous year. The main features of the new scheme are, the increase in the rate of pay from an all-in payment of 30/- per week to an hourly rate of l/6d.; the arrangements supervised by a Home Help Organiser, and a reduction in the hours worked to those necessary only to carry out the essential domestic work of the house—generally from four to six per day—thus enabling a greater number of married women to take up this work. Enemy attack, evacuation and competition from superior priorities in the labour field have made the year a difficult one both in actual operation and in valuation of experience upon which to base future developments. Sterilised Maternity Outfits. Sterile outfits in sealed containers for use at confinements may be had from the Welfare Centres or from the Council's midwife.",MertonandMorden,Merton,0,0,b19882683,MertonandMorden.1944.b19882683.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19882683/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1944,0,51.40995,-0.197252
0,Not applicable/No view,Yes,Unspecified,Unspecified,"On the 10th December 1945, there were, however, only 118 insured persons without employment registered at the Barking Employment Exchange. The demand for labour has been greatly in excess of the supply but the importation of labour from other regions has not been possible, except in small numbers, owing to the difficulty in securing lodging accommodation in this and adjacent areas. A marked feature of industry during the war years has been the services rendered by married women, who were called upon to assist in the national effort. During the latter part of 1945, there was a visible tendency for married women to leave industry, due no doubt to increasing domestic responsibilities consequent upon the return of evacuee children and men returning home from the Forces. ",Barking,Barking and Dagenham,0,0,b19784351,Barking.1945.b19784351.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19784351/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1945,0,51.54396,0.13317
0,Not applicable/No view,Yes,Unspecified,Unspecified,"This procedure which naturally aroused a little feeling was initiated at the end of 1946 and satisfactorily completed early in 1947. The categories entitling to preference in the allocation of nursery vacancies are as follow:— Separated or deserted wives. Widows. Unmarried mothers. Married women whose husbands are unemployed, or frequently ill and unable to work full time. Married women with husbands in the forces. Applications from married women whose husbands are in full-time employment are dealt with on their merits (the husband's earnings being one of the factors considered) when vacancies not required by the 21 priority groups are available. Accommodation is also made available when mothers have to undergo medical treatment in hospital or in cases of urgent domestic difficulties.",BethnalGreenMetropolitanBorough,Tower Hamlets,0,0,b18236777,BethnalGreenMetropolitanBorough.1946.b18236777.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18236777/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1946,0,51.515741,-0.034662
0,Negative,Yes,Unspecified,Unspecified,"extension is to be given official recognition in the definition of the functions of the health visitor in the new Health Service Act. Her outlook is more sociological than clinical. Authorities provide day nurseries. The administration of these nurseries falls to the welfare committee in that it is the committee which has to be responsible for the arrangements for ensuring the health and well-being of the children but this is more the concern of the staff, whereas what concerns the committee more is the justification for the nurseries which leads to the discussion of such problems as the employment of married women and the country's drive for export.",Harrow,Harrow,0,0,b19824476,Harrow.1946.b19824476.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19824476/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1946,0,51.597723,-0.341267
0,Not applicable/No view,No,Outwork,Unskilled,"Factories where Women are Employed.—Since the termination of the war there has been some diminution in the employment of women. As a general rule employers continue to show an increased interest in the welfare of their women workers, although their efforts are hampered by the general shortage of necessary material. Outworkers.—Premises where homework is carried on were visited on 30 occasions by the Woman Inspector. No case of Infectious Disease was reported during the year. It is significant 33 to note that the number of Outworkers has increased, which indicates that many married women with home ties prefer to work in their own time.",Greenwich,Greenwich,0,0,b18237666,Greenwich.1946.b18237666.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18237666/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1946,0,51.474432,0.055547
0,Not applicable/No view,No,"Medicine, Nursing",Skilled,"Child-patients and chronic sick patients, together with nursing staff, were evacuated from London to hospitals administered by other authorities, and four hospitals were opened by the Council in the provinces with staff of all grades, mostly transferred from London. This increased the difficulties and it became necessary to resort to the recruitment of persons not normally eligible for employment, e.g., aliens and staff beyond the normal age of retirement; to extend the fields of employment of married women and part-time workers; and to employ women on work hitherto done by men.",LondonCountyCouncil,London County Council,0,0,b18252904,LondonCountyCouncil.1946.b18252904.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18252904/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1946,0,0,0
0,Not applicable/No view,Yes,Unspecified,Unspecified,"Admission generally was restricted to children of mothers in employment, but towards the end of the year the Council decided that social circumstances should also be considered and passed the following resolution "" that priority be accorded in the cases of children of separated or deserted wives, widows, unmarried mothers, married women whose husbands are frequently ill and unable to work full time and other cases of children in need of special care by reason of domestic or social conditions."" No excessive incidence of infectious disease was noted among the children attending the day nurseries. Shortage of staff was less than in previous years, but the educational care in the nurseries is still unsatisfactory owing to the shortage of trained nursery teachers and wardens. The chief causes of absence of staff are sickness, accidents or domestic reasons such as illness of child or relative.",Heston,Hounslow,0,0,b19968152,Heston.1947.b19968152.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19968152/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1947,0,51.468495,-0.366134
0,Not applicable/No view,No,Unspecified,Unspecified,"The Manager of the local Employment Exchange states that there was an increase in employment in the area during 1947. In the boroughs of Kingston, Maiden and Coombe, and Surbiton, and the Esher Urban District, which is the area with which the local Employment Exchange deals, approximately 2,000 more men, and 300 less women, were employed than in 1946. The total figure of employed persons was some 6,000 more than in 1939. The percentage figure for unemployed was very small. Towards the end of the year, signs of a desire to return to work on the part of married women was noticed, and the numbers on the womens' register was higher than for some years.",KingstonuponThames,Kingston upon Thames,0,0,b19875095,KingstonuponThames.1947.b19875095.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19875095/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1947,0,51.387906,-0.2869
0,Neutral,No,Domestic service,Unskilled,"by Public Assistance and the remaining 2 per cent. from miscellaneous sources, including the District Nurses. The number of women employed under the Scheme steadily increased throughout the year. The great need now is for married women who wish to work about four or five hours per day, but do not necessarily wish to be employed continuously and who do not mind periods of inactivity between cases.",Orpington,Bromley,0,0,b19793212,Orpington.1947.b19793212.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19793212/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1947,More text needed at beginning of extract,51.371999,0.051524
0,Not applicable/No view,Yes,Unspecified,Unspecified,"Admission generally was restricted to children of mothers in employment, but social circumstances were also considered and priority was given in the cases of children of separated or deserted wives, widows, unmarried mothers, married women whose husbands are frequently ill and unable to work full time and other cases of children in need of special care by reason of domestic or social conditions. No excessive incidence of infectious disease was noted among the children attending the day nurseries. Shortage of staff was less than in previous years, but the educational care in the nurseries is still unsatisfactory owing to the shortage of trained nursery teachers and wardens. So far no explanation has been found for the relatively high rate of sickness absence in the day nursery staff.",Heston,Hounslow,0,0,b19968164,Heston.1948.b19968164.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19968164/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1948,0,51.468495,-0.366134
0,Negative,No,Unspecified,Unspecified,"Rising living costs and the opportunities offered by increases in the numbers employed in distributive trades, light engineering, wireless assembly and in restaurants and "" snack bars,"" attracts much larger numbers of women into industry with consequent increased exposure to infection. It has been suggested that married women who are gainfully employed (in addition to housekeeping) have a higher risk of tuberculosis than single women of the same age, though married women who are not working have a lower incidence than single women. There have also been suggestions that sacrifices made by mothers to make the rations ""go round"" have had their effect on tuberculosis mortality in women of the older age groups.",LondonCountyCouncil,London County Council,0,0,b18252941,LondonCountyCouncil.1950.b18252941.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18252941/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1950,0,0,0
0,Not applicable/No view,No,Unspecified,Unspecified,On the women's side the position was also fairly steady with the exception of a rise towards the end of the year due to a general shortage of vacancies for factory work locally and to the requirements of married women who were seeking employment of a part-time nature to meet their domestic commitments. A few women also came on to the register due to seasonal slackness in Agriculture and Market Gardening.,Orpington,Bromley,0,0,b19793248,Orpington.1950.b19793248.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19793248/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1950,0,51.371999,0.051524
0,Negative,No,Nursing,Skilled,"In the absence of a Nurses"" Home or of any kind of living accommodation which can be offered to prospective applicants, recruitment has been practically limited to part-time staff. Many of these are married women with home ties and all the uncertainties which follow from them; and some are not fully qualified as nurses. All give loyal and creditable service, and the table below shows how much they accomplish, but a service built on such foundations is obviously dangerously insecure. Recognising this the Council took a far reaching and constructive step to overcome the difficulties by including a proposal to build a District Nurses' Home and headquarters in their programme of capital works for 1951* It is hoped that this project will succeed in attracting permanent whole-time nurses with appropriate qualifications to come",WestHam,Newham,0,0,b1988154x,WestHam.1950.b1988154x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1988154x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1950,0,51.52689,0.037537
0,Neutral,No,"Outwork, Unspecified","Unskilled, unspecified","Uncleanliness and untidiness was noted in a few of the cases, but in no instance was it found necessary to serve a statutory notice. If the uncleanliness was of a moderately severe degree a revisit was paid at an early date. The impression obtained by the inspector was that, on the whole, only people with fairly good accommodation were doing outwork, probably because there was so much other work for married women if they want to earn money. Nearly all outworkers are seasonally employed.",Lewisham,Lewisham,0,0,b18244907,Lewisham.1951.b18244907.txt,https://dlcs.io/pdf/wellcome/pdf-item/b18244907/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1951,0,51.448284,-0.02029
0,Not applicable/No view,No,"Laundry, Factory, Unspecified","Unskilled, unspecified","On the Women's side the register contained a number of married women seeking part-time work and others who wanted certain kinds of employment for which there was little demand. It was possible to place a few part-time workers, with local laundries on evening work and also with a large bakery. With the improved weather in April the position changed appreciably and men returned to building and decorating whilst women were employed in local factories and a wide range of other industries. This improvement continued throughout the summer months with a special demand for building workers and women for catering, laundries, domestic service and the retail distributive trades.",Orpington,Bromley,0,0,b1979325x,Orpington.1951.b1979325x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1979325x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1951,0,51.371999,0.051524
0,Neutral,No,Factory,Unskilled,"Employment of Women A large amount of female labour is employed in work which is light and clean such as gown manufacturers and in the production of radio valves. Many of the women are married and generally do not work a full day. Opinion expressed as to the advisability of employing married women varied.; Some firms preferred them on account of their greater sense of responsibility while others complained that the curtailed working day, irregular time keeping and absenteeism for domestic reasons created administrative and production problems. ",Tottenham,Haringey,0,0,b19881897,Tottenham.1952.b19881897.txt,https://dlcs.io/pdf/wellcome/pdf-item/b19881897/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1952,0,51.590372,-0.10747
0,Not applicable/No view,No,Unspecified,Unspecified,"Although unemployment is slightly higher than in 1951, the percentage of unemployment has kept below 2%. Unemployment among women has remained steady throughout the year around a figure of 80, excepting during October when it jumped to 115. A similar movement occurred in October, 1951, and is attributed to the termination of employment in the Catering industry in holiday resorts. Of the women registered as unemployed in December, fourteen of them were Registered Disabled Persons. The increase in the Register for 1952, as compared with 1951, is mainly attributed to the return of married women to the employment field. One interesting feature is the appreciable number of women at present working in districts outside Bromley who have registered at this office for local employment.""",Bromley,Bromley,0,0,b1982161x,Bromley.1952.b1982161x.txt,https://dlcs.io/pdf/wellcome/pdf-item/b1982161x/0,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1952,0,51.371999,0.051524
