classification_notes,classification_viewOfferedOnMarriedWomensWork,classification_wasTheMarriedWomensWorkDiscussedIncontextOfMotherhood,classification_occupation,classification_skilled_unskilled,contextText,location_fromMOH,location_current,location_latitude,location_longitude,source_bNumber,source_fileName,source_url,searchCriteria_type,searchCriteria_bigram,searchCriteria_list1,searchCriteria_list2,time_year,xxx_notes,location_mohPlace
0,Not applicable/no view,No,"Teaching, Nursing",0.0,"and 24 as a result of the subsequent examinations. The reasons for rejection were: unsatisfactory general health, 9 ; defective vision, 9 ; unsatisfactory condition of heart, 3 ; defective teeth, 14 ; miscellaneous, 7. Cases specially referred These referred cases relate to leave granted to employees absent owing to personal illness; to cases in which questions have arisen in regard to students in institutions for higher education whose health is considered such as to render exceptional attention advisable; to teachers returning to duty after extended leave of absence (a) owing to personal illness, (b) for educational purposes, (c) to married women under No. 31 of the regulations in regard to the education service; to teachers about to be superannuated; to teachers demobilised from the Forces who applied for special consideration owing to wounds, etc.; and to cases in which claims were received from teachers and others in the permanent service for exceptional treatment as regards sick pay and re-imbursement of medical and other expenses in respect of illnesses alleged to be due to the conditions under which they were required to carry out their duties. The number of cases thus specially referred was 1,565, as compared with 1,262 in",LondonCountyCouncil,London County Council,0.0,0.0,b18252679,LondonCountyCouncil.1919.b18252679.txt,http://wellcomelibrary.org/item/b18252679,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1919,0,London (England)
0,Not applicable/no view,No,Laundry,0.0,"comprises Bedford Park is almost entirely residential in character, and there are only a few factories in the ward, and these are along the borders of the ward. A considerable proportion of the inhabitants, and especially those of the North East, North West and South East Wards are employed outside the district. The oldest industry, and at one time the most important, and almost the sole one, is the laundry industry. This industry has been established in the district for nearly half a century, and absorbs a large number of workers. In August 1915, there were 1048 single and 1640 married women employed in the laundry industry. It is probable that this number was exceeded ten years ago, and it is likely that at the present time fewer persons are employed than in 1915. The introduction of labour saving machinery has had the effect of closing most of the hand laundries, and this fact alone would account for a diminished number of employees. But it is also possible that less work is now done in the laundries of the district than was the case ten years ago. In addition to the small hand laundries, some factory laundries have recently been",Acton,Ealing,51.522475,-0.331026,b19783498,Acton.1919.b19783498.txt,http://wellcomelibrary.org/item/b19783498,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1919,0,"Acton (London, England)"
0,Not applicable/no view,No,Teaching,0.0,"63 ; unsatisfactory personal hygiene 10 ; defective teeth 12 ; unsatisfactory general health 23 ; tuberculosis 3 ; unsatisfactory condition of heart 5 ; miscellaneous 33. Cases specially referred. There are also referred to the Public Health Department cases in relation to employees in the Education Service absent owing to personal illness ; questions in regard to students in institutions for higher education whose health is considered such as to render exceptional attention advisable ; cases of teachers returning to duty after extended leave of absence (a) owing to personal illness ; (b) for educational purposes ; (c) to married women under No. 31 of the Regulations in regard to the Education Service; cases of teachers about to be superannuated; applications for special consideration owing to wounds, etc., of teachers demobilised from the Forces ; and claims received from teachers and others in the permanent service for exceptional treatment as regards sick pay and re-imbursement of medical and other expenses in respect of illnesses alleged to be due to the conditions under which they may have been required to carry out their duties. The number of cases thus specially referred was 1,806, as compared with 1,565 in 1919, an",LondonCountyCouncil,London County Council,0.0,0.0,b18244105,LondonCountyCouncil.1920.b18244105.txt,http://wellcomelibrary.org/item/b18244105,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1920,0,London (England)
0,Negative,Yes,"Teaching, Unspecified",0.0,"out simple tasks, such as weighing the babies and the sale of virol, etc. To take over temporarily their infants from the mothers enables the latter to give their undivided attention to the health-talks of the Lady Superintendent, Miss A. Bintcliffe, who was appointed in April, 1921. These little talks, now resumed, will benefit the loving, but ignorant, mothers immensely. I hope that the horrid spectacle of babies sucking "" dumb teats "" will never be seen again in our Centres. Married Women's Labour.—Ever since I have had women officers on my staff, they have been instructed to advise all married women to let the care of the home, husband and children, take the first place in their life-work and therefore not to attempt work which necessitates their absence from the home for long periods of each day. Shocking examples of neglect of this advice too frequently come under my notice in connection with dirty homes and verminous and neglected children. This teaching has been continued up-to-date, but it is difficult for myself and officers to enforce in Edmonton, when it is common knowledge that my Council itself employs married women amongst the school teachers. Indeed, the medical officers of",Edmonton,Enfield,51.650995,-0.087272,b19788721,Edmonton.1920.b19788721.txt,http://wellcomelibrary.org/item/b19788721,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1920,Need more text here too - end section is very relevant,"Edmonton (London, England)"
0,Not applicable/no view,No,Teaching,0.0,"as the result of their subsequent examination. The reasons for rejection were :—defective vision 48; unsatisfactory personal hygiene 10; defective teeth 10; unsatisfactory general health 17; unsatisfactory condition of heart 2; miscellaneous 25. There are also referred to the Public Health department special cases of employees in the education service absent owing to personal illness ; questions in regard to students in institutions for higher education whose health is considered such as to render exceptional attention advisable ; cases ofteachers returning to duty after extended leave of absence (a) owing to personal illness ; (6) for educational purposes; (c) to married women under No 31 of the Regulations in regard to the education service ; cases of teachers about to be superannuated ; applications for special consideration owing to wounds, etc., of teachers demobilised from H.M. Forces ; and claims received from teachers and others in the permanent service for exceptional treatment as regards sick pay and re-imbursement of medical and other expenses in respect of illnesses alleged to be due to the conditions under which they may have been required to carry out their duties. The number of cases thus referred was 2,333 as compared with 1,806 in 1920,",LondonCountyCouncil,London County Council,0.0,0.0,b18252680,LondonCountyCouncil.1921.b18252680.txt,http://wellcomelibrary.org/item/b18252680,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1921,0,London (England)
0,Negative,No,"Medicine, Other",0.0,"the end of 1921 will be found on pages 5 and 6. Dr. G. T. Calthrop, Tuberculosis Officer, resigned his position in July, but continued to act until 1st October. His place was taken from 3rd October by Dr. G. F. Hardy, M.C., who was appointed temporarily. Dr. Gladys Miall-Smith, Assistant Medical Officer for Maternity and Child Welfare, left the Council's service on 19th November, in consequence of her marriage. Her medical consultations at the Council's Centres were undertaken temporarily by part-time medical officers. In consequence of the same resolution of the Council on the subject of the employment of married women whose husbands were in a position to support them, Mrs. Barrett and Mrs. Cook, assistants at the Personal Cleansing Station, and Mrs. Reid, assistant at the Prospect Terrace Baths, left in July. Mrs. Baxter's place was filled temporarily and Mrs. A. Wright and Mrs. A. Styles were appointed at the Cleansing Station on 13th July. Mrs. Wright afterwards resigned and Mrs. L. Blaby was appointed in her place on 16th November. Mrs. L. Arnold was appointed in Mrs. Reid's place on 13th July. Miss H. Payne, sanitary inspector, left the Council's service at the end of May in",StPancrasMetropolitanBorough,Camden,51.546394,-0.157424,b1825200x,StPancrasMetropolitanBorough.1921.b1825200x.txt,http://wellcomelibrary.org/item/b1825200x,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1921,Add more text to the end of this,"St. Pancras, Metropolitan Borough"
0,Not applicable/no view,No,Unspecified,0.0,"men to work on munitions during the war. The smaller proportion of females in the age groups 20-39 may be due to young women leaving Woolwich to find employment elsewhere, or to the fact that the London female population at these ages is increased by provincial immigrants who would not be likely to settle in Woolwich where there is very little opportunity for them to find work. This explanation is supported by the fact that, comparatively speaking, there is less female labour employed in Woolwich than in any other Metropolitan Borough, and particularly is this so in the case of married women of whom, approximately, one in twenty is employed compared with one in nine in London as a whole. 14 SECTION II.—VITAL STATISTICS. In accordance with the requirements of the Ministry of Health, the following extracts from the Vital Statistics of year are shewn below. TABLE No. 4. Births—Legitimate 2,835 „ Illegitimate 106 2,941 Birth rate 21.3 Deaths 1,603 Death rate 1.6 Number of women dying in, or in consequence of, child birth 6 (a) From Sepsis 3 (6) From other causes 2 Deaths of infants under 1 year 184 (a) Legitimate 171 (b) Illegitimate 13 Infantile Mortality rate",Woolwich,Greenwich,51.474432,0.055547,b19823447,Woolwich.1922.b19823447.txt,http://wellcomelibrary.org/item/b19823447,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1922,0,"Woolwich (London, England)"
0,Not applicable,No,Unspecified,0.0,"in the Borough is given in the Census Report as 17,853; of this number 14,728 are stated to be gainfully occupied. The total number of females over 12 is given as 19,652; of this number 10,333 were described as gainfully occupied. The following table gives the population in Holborn over 12 years of age in relation to marriage and occupation:— Males. Females. Single. Married. Widowed or Divorced. Single. Married. Widowed or Divorced. Total 8 708 8,297 947 9,415 7,741 2,496 Number occupied 6,643 7,296 689 7,149 1,830 1,354 Number not occupied 2,065 901 159 2,266 3,911 1,142 The number of married women occupied away from their homes is equal to 23.7 per cent. of the total number of married women in the Borough. This high percentage of wives following an occupation is exceeded in London only in the City of London, where the proportion is 30.6 per cent., and in the Borough of Shoreditch, 24.1 per cent.; Holborn is closely followed by Finsbury with 23.1 per cent.; at the other end of the scale we have Woolwich with 5.3 per cent., Lewisham 6.1 per cent., Wandsworth 7.8 per cent., and Stoke Newington 10.2 per cent. The chief occupations of the",Holborn,Camden,51.546394,-0.157424,b18116565,Holborn.1923.b18116565.txt,http://wellcomelibrary.org/item/b18116565,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1923,This includes a table,"Holborn (London, England)"
0,Not applicable/No view,Yes,"Unspecified, Laundry",0.0,"the distribution reveals some puzzling figures and does not lead to a definite conclusion. In the poor working class Metropolitan Borough of Shoreditch, the rate of mortality in 1919-22 (2.55) was the lowest but two of all the Metropolitan Boroughs, surpassed only by the City of 17 London-a very special district-1.66 and the working class Borough of Stepney (2.42). Both Hampstead and Lewisham with the lowest rates of infant mortality of the metropolis had higher maternal mortality rates than Shoreditch (with the highest rate of infant mortality). Maternal mortality does not seem to bear much relation to the percentage of married women engaged in extra-domestic duties. In the Metropolitan Boroughs, the lowest mortalities are in those districts which have the highest percentage of married women engaged in some extra-domestic occupation. In last year's report, figures were given showing the position of Acton in this respect. The relationship between these two factors has been discussed, but no definite conclusion can be drawn. Certain kinds of employment may be harmful. The nature of the work may be such as to exert a harmful effect upon pregnancy and child-bearing, as, for example, certain processes necessitating the use of lead; or the work may",Acton,Ealing,51.522475,-0.331026,b19783541,Acton.1924.b19783541.txt,http://wellcomelibrary.org/item/b19783541,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1924,Get more text to add to end,"Acton (London, England)"
0,Not applicable/No view,No,Teaching,0.0,"examinations. The reasons for rejections were: defective vision, 97 ; unsatisfactory general health, 40 ; unsatisfactory condition of heart, 13 ; miscellaneous, 32. One candidate was reiected for two defects. Cases specially referred. Ihere are also referred to the public health department special cases or employes in the education service absent owing to illness ; questions in regard to students 105 in institutions for higher education whose health renders exceptional attention advisable ; teachers proceeding overseas under the interchange scheme ; teachers returning to duty after extended leave of absence (i.) owing to personal illness; (ii.) for educational purposes; (iii.) married women under E.22 of the Regulations ; teachers about to apply for a breakdown allowance ; applications for special consideration owing to wounds, etc., of teachers demobilised from H.M. Forces ; and claims received from teachers and others in the permanent service for exceptional treatment as regards sick pay and reimbursement of medical and other expenses, in respect of illnesses alleged to be due to the conditions under which they may have to work. The number dealt with was 3,751 as compared with 3,154 in 1923, an increase of 597, due largely to extensive sickness in the early part",LondonCountyCouncil,London County Council,0.0,0.0,b18252710,LondonCountyCouncil.1924.b18252710.txt,http://wellcomelibrary.org/item/b18252710,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1924,0,London (England)
0,Not applicable/No view,Yes,Unspecified,0.0,"apparatus and the Middlesex King Edward Memorial scheme in giving holidays at their Holiday Home at Heme Bay for anaemic or badly nourished children. —101— NURSERY SCHOOLS. There are no nursery schools in the district. Children under 5 years of age are admitted to the Infants' Departments whenever, in the opinion of the School Attendance Committee, it is desirable because the children cannot be properly cared for at home on account of the mother having to go out to work or on account of some other circumstance militating against proper care at home during the ordinary school hours. Very few married women are engaged in regular employment in the district and consequently there is little demand for a special nursery school. SECONDARY SCHOOLS. Secondary Schools, one for boys and one for girls, have been provided by the Middlesex Education Committee in Ealing. The school for girls was opened during the year under review. Medical inspection is carried out by the Ealing School Medical Department, but the report on this inspection is submitted to the Middlesex Education Committee. BLIND, DEAF, DEFECTIVE AND EPILEPTIC CHILDREN. The school enquiry officers report to the school medical department all children of school age who are",Ealing,Ealing,51.522475,-0.331026,b19787856,Ealing.1925.b19787856.txt,http://wellcomelibrary.org/item/b19787856,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1925,0,"Ealing (London, England)"
0,Not applicable/No view,Yes,Unspecified,0.0,"giving holidays, at their Holiday Home at Heme Bay, for anaemic or badly nourished children. NURSERY SCHOOLS. There are no Nursery Schools in the district, but children between 4 and 5 years of age are admitted to the Infants' Departments whenever, in the opinion of the School Attendance Committee, it is considered advisable that the children should be cared for in school when they cannot be properly cared for at home on account of the mother having to go out to work or on account of some other circumstance preventing proper care at home during ordinary school hours. Comparatively few married women are engaged in regular employment in the Borough and consequently there has not been much demand for Nursery Schools. SECONDARY SCHOOLS. There are two Secondary Schools in Ealing provided by the Middlesex Education Committee, one for boys and one for girls the latter having been opened in February, 1926. Medical Inspection is carried out for this Committee by the Ealing school medical staff. BLIND, DEAF, DEFECTIVE AND EPILEPTIC CHILDREN. The School Enquiry Officers report to the School Medical department all children of school age who are blind, deaf, defective or epileptic and not in attendance at any school;",Ealing,Ealing,51.522475,-0.331026,b19787868,Ealing.1926.b19787868.txt,http://wellcomelibrary.org/item/b19787868,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1926,0,"Ealing (London, England)"
0,Not applicable/No view,Yes,Unspecified,0.0,"King Edward Memorial Committee in giving holidays, at their Holiday Home at Heme Bay, for anaemic or weakly children. NURSERY SCHOOLS. There are no Nursery Schools within the Borough, but children between 4 and 5 years of age are admitted to the Infants' Departments whenever the School Attendance Committee is of opinion that it is to their advantage, on account of special home circumstances such as the occupation of the mother or the overcrowded or unsuitable conditions, to be admitted. Each case is considered on its merits by the Committee on an application being made by the parents. Very few married women in the district are engaged in regular employment, so that there has at no time been any insistent demand for Nursery Schools. SECONDARY SCHOOLS. Medical inspection at the two Secondary Schools, provided by the Middlesex Education Committee, is carried out by the Ealing School Medical Staff. This arrangement is very convenient as the great majority of the boys and girls attending these schools come from Ealing Public Elementary Schools, where they have already been under medical supervision. 69 BLIND, DEAF, DEFECTIVE AND EPILEPTIC CHILDREN. Specially defective children are ascertained through the School Enquiry Officers, who report all such",Ealing,Ealing,51.522475,-0.331026,b1978787x,Ealing.1927.b1978787x.txt,http://wellcomelibrary.org/item/b1978787x,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1927,0,"Ealing (London, England)"
0,Not applicable/No view,Yes,Unspecified,0.0,"at Heme Bay to anaemic and weakly children. NURSERY SCHOOLS. The Local Education Authority have not established any Nursery Schools, but children between four and five years of age are admitted to the Infants' Departments if accommodation is available whenever the School Attendance Sub-Committee are satisfied that it will be of advantage to the child to be so dealt with, because of particular circumstances such as the employment of the mother or the overcrowded or unsuitable conditions of the home. Each case is considered on its merits by the Committee on an application being made by the parents. Very few married women engage in regular employment in the Borough so that there is no insistent demand for Nursery Schools. 69 SECONDARY SCHOOLS. By an arrangement with the Middlesex Education Committee, the Ealing School Medical Staff carries out medical inspection at the Secondary Schools for boys and girls. This arrangement is very suitable as most of the boys and girls attending these schools come from Public Elementary Schools where they have already been under medical supervision. BLIND, DEAF, DEFECTIVE AND EPILEPTIC CHILDREN. Specially defective children are ascertained through the School Enquiry Officers, who report all such cases not attending school, through",Ealing,Ealing,51.522475,-0.331026,b19787881,Ealing.1928.b19787881.txt,http://wellcomelibrary.org/item/b19787881,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1928,0,"Ealing (London, England)"
0,Not applicable/no view,Yes,"Laundry, Factory, Unspecified",0.0,"51 of the deaths, the death was due to a pre-natal cause such as premature births, inanitation, congential debility etc. Into all these deaths, enquiries are carefully made, and though the mothers state the premature birth was brought about by some accident, such as a fall in the house, or a fright or some other innocent or trivial cause, there is reason to believe that other 48 causes have been in operation. Formerly, extra domestic labour carried on into late pregnancy was supposed to have considerable influence in bringing: about a premature birth. It is quite conceivable that employment of married women in laundries, which involved prolonged periods on their feet and in an upright position would be conducive to premature birth, but such conditions are now rare and in very few instances were the mothers employed in laundries or in any other industrial employment. An examination of the distribution of deaths from prematurity and other pre-natal causes would suggest that extra domestic labour is not now an important factor. The relative incidence of deaths from pre-natal causes is Jower in the South West Ward than in the other Wards. We hear nowadays a good deal about birth-control and instruction",Acton,Ealing,51.522475,-0.331026,b19783590,Acton.1929.b19783590.txt,http://wellcomelibrary.org/item/b19783590,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1929,0,"Acton (London, England)"
0,Not applicable/no view,Yes,Unspecified,0.0,"for the valuable assistance from the Central Aid Society, who assist in obtaining Special Hospital and Convalescent Home treatment for anaemic or badly nourished children; from the National Society for the Prevention of Cruelty to Children in bringing pressure to bear on parents who are neglecting their children; from the School Attendance Aid Committee in supplying boots for necessitous children and from the Middlesex King Edward Memorial Committee in giving holidays at their Holiday Home at Heme Bay to anaemic and weakly children. NURSERY SCHOOLS. There is little demand for the establishment of Nursery Schools in the Borough. Very few married women engaged in regular employment and the housing difficulties are not so insistent as they are in crowded industrial areas. The Education Committee have therefore not established any Nursery Schools or Classes but children between four and five years of age are admitted to the Infants' Departments whenever accommodation is available and whenever the Attendance Sub-Committee are satisfied that it will be of advantage to the children to be admitted. Each case is considered on its merits on the application of the parents to the Sub-Committee. SECONDARY SCHOOLS. On behalf of the Middlesex County Council the Ealing School Medical",Ealing,Ealing,51.522475,-0.331026,b19787893,Ealing.1929.b19787893.txt,http://wellcomelibrary.org/item/b19787893,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1929,0,"Ealing (London, England)"
0,Not applicable/no view,Yes,Unspecified,0.0,"money in trying to cure them between the ages of 5 and 15. The main aspects of the problem were, therefore, the discovery of defects which existed and the securing of treatment when necessary. In the circular it was suggested that more Nursery Schools might be provided by Education Authorities and more Day Nurseries by Maternity and Child Welfare Authorities. Woolwich had had experience of day nurseries. They were established during the war and extensively used, but immediately after the war they were closed because nobody wanted to use them—no doubt due to the fact that there are relatively fewer married women employed in Woolwich than in any other Borough in London. With this avenue closed, it was necessary to find some other means of approaching the problem, and ultimately it was decided to institute a scheme to provide for the medical inspection of the toddler on similar lines to the medical examination of school children, but making provision for such examination in the third, fourth and fifth year of life. By such a scheme it is hoped to discover defects at least a year or two earlier than they would be discovered by the School Medical Service. With regard",Woolwich,Greenwich,51.474432,0.055547,b19823526,Woolwich.1930.b19823526.txt,http://wellcomelibrary.org/item/b19823526,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1930,0,"Woolwich (London, England)"
0,Not applicable/no view,Yes,Unspecified,0.0,"school medical inspection came into being. Thus the results of the service are proving much more profitable to the children in relation to their health and to their education. As in previous years appreciation has to be expressed for assistance rendered in connexion with the care and treatment of school children by the Central Aid Society, the National Society for the Prevention of Cruelty to Children, the School Attendance Aid Committee, and the Middlesex King Edward Memorial Committee. NURSERY SCHOOLS. No nursery schools, as such are defined, have been established in the Borough. There is very little regular employment of married women and housing difficulties are not so acute as to call for special provision for children under 5 years of age. Some mothers certainly do go out to work and their children have to be looked after in their absence, but they are located at widely scattered parts in the Borough and are not so congregated as to make the opening of a nursery school convenient for all or even most of them. Children under 5 years of age are admitted to the Infant Schools whenever accommodation is available and whenever the School Attendance Sub-Committee deem it advisable that",Ealing,Ealing,51.522475,-0.331026,b19787923,Ealing.1932.b19787923.txt,http://wellcomelibrary.org/item/b19787923,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1932,0,"Ealing (London, England)"
0,Not applicable/No view,No,Domestic Service,0.0,"Female. Male. Female. Single 534 574 524 517 Married 426 312 438 384 Widowed or divorced 40 110 38 99 These tables give a good indication of certain of the special features of the population of the City. It is essentially an older population, the average age being 35.5 years for males and 36.9 for females, as compared with the averages for the whole County of 32.0 and 33.9 The preponderance of females over males is above the average for the County, and the proportion of single persons, especially females, is high. The last facts, and the greater number of married women who are over childbearing age in an older population, account largely for a low birth-rate. The relatively very low proportion of children in the population is due to this low birth-rate, and to the fact that the larger families are particularly apt to move away from Central London. The City offiers much employment to single persons in resident posts as hotel, club or domestic servants, and to married couples without children as caretakers. 17.2 per cent, of the population recorded in the Census were resident in hotels, boarding houses and lodging houses, as compared with 3.6 over the",CityofWestminster,City of Westminster,51.513444,-0.160467,b18247945,CityofWestminster.1932.b18247945.txt,http://wellcomelibrary.org/item/b18247945,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1932,0,"City of Westminster (London, England). County Council"
0,Not applicable/No view,No,Medicine,0.0,"conditions. Renewed acknowledgment must be made of the excellent work of the staff. Women's Clinic.—The staffing and scope of this Clinic were detailed in the Report for 1932, and remained unaltered up to the end of September, when Miss M. Basden, M.D., F.R.C.S., F.C.O.G., was appointed to succeed Mrs. Ivens-Knowles who, unfortunately, resigned for personal reasons. In February, the sessions were increased from one to two per month. Total attendances have been as follows:— New Old Total Ante-Natal Cases 14 9 23 Gynaecological 115 246 361 Contraceptive 11 41 52 Total 140 296 436 Contraceptive advice is only given to married women in whose cases further pregnancy would be detrimental to health. It is hoped that private practitioners will utilise the Clinic particularly for Consultant ante-natal advice for those of their patients requiring it. (vi) Hospitals.— There were no changes during 1933 in the Hospital services used by the inhabitants of the Borough. Public Assistance in Walthamstow is provided by the SouthWest Area Committee of the Essex County Council, which retains a certain proportion of beds in each of the local institutions formerly provided by the West Ham Board of Guardians. Mr. Pegram, the Clerk to the Committee, has kindly",Walthamstow,Waltham Forest,51.594033,-0.01264,b19876397,Walthamstow.1933.b19876397.txt,http://wellcomelibrary.org/item/b19876397,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1933,0,Walthamstow (England)
0,Not applicable/no view,No,Not specified,0.0,"which falls to 750 or 1,000 in the summer, the reduction being due to the engagement of employees in the building trade. During weather in the winter unfavourable for building operations there might be a rise to an additional one-third or even one-half the winter standard. There are no skilled men unemployed in the building, engineering or allied trades, practically all the unemployed being unskilled men who have come to friends or who have of their own accord come from distressed areas. The figures for unemployed women vary from 250 in winter to 160 in summer. These are chiefly young married women who are ""in and out,"" not being on the register long. There is practically no juvenile unemployment in the district. None of the local forms of employment prejudicially affects the health of the workers. Extracts from Vital Statistics for the Year. Live Births:— Total. Male. e. Legitimate 2,441 1,301 1,140 Birth Rate per 1,000 of the estimated resident population, 17.5 Illegitimate 82 38 44 Stillbirths:— Legitimate 77 43 34 Rate per 1,000 total (live and still) births, 30 Illegitimate 2 - 2 Deaths 1,108 547 561 Death rate per 1,000 of the estimated resident population, 7.7 Rate per",Harrow,Harrow,51.597723,-0.341267,b19824361,Harrow.1935.b19824361.txt,http://wellcomelibrary.org/item/b19824361,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1935,0,"Harrow (London, England)"
0,Positive,No,Midwifery,0.0,"that they should receive £25 a year in addition to the scale already mentioned. To encourage midwives in the employment of the Council to improve their status in the profession and thereby be of more value to the Council's Scheme, an additional increment of £10 a year should be granted to any midwife obtaining the teacher's certificate or an increment of £25 a year if she is ultimately employed in training pupils. 38 Appointment of married women. The Minister of Health in his Circular draws special attention to the fact that many authorities have a rule prohibiting the employment of married women and trusts that when first selecting midwives for salaried posts, the local authority will, where necessary, so revise this rule as to enable them to have regard only to their efficiency as midwives, subject, of course, to their ability to undertake whole-time employment. In view of this recommendation by the Minister it is suggested that in respect of the first appointments to the service married women at present in practice in the area be considered, subject to their ability to undertake whole-time employment. Payment of Allowances, provision of equipment, etc. The Council should pay an allowance in respect",Ealing,Ealing,51.522475,-0.331026,b19787960,Ealing.1936.b19787960.txt,http://wellcomelibrary.org/item/b19787960,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1936,0,"Ealing (London, England)"
0,Neutral,Yes,Laundry,0.0,"done in bag-washers and other closed containers, and then passed through the hydro-extractors operated by men. Married female labour was largely utilised, but this has not been eliminated by present conditions. Although most of the work has become mechanised, some of the processes still require an extensive experience as well as individual skill, and some of the most experienced and skilful are married women. This need for marieed female labour operates in diverse ways: it has its attendant evils as well as its economic advantages to the families concerned. the Day Nursery was established to meet the demands of the married women who worked in the laundries, and from its continued popularity, it shows that the demand still exists. Though Nursery 9 classes have been established, in some of the schools in the neighbourhood, the Day Nursery still works to capacity, and there is always a waiting list. Although the Day Nursery was established by a voluntary body, it was looked upon with sympathy, and supported by the Council's Health Committee, because it was believed that the conditions under which the babies were being minded, contributed to the high infantile mortality of the South-West Ward in those days. The necessity",Acton,Ealing,51.522475,-0.331026,b19783668,Acton.1936.b19783668.txt,http://wellcomelibrary.org/item/b19783668,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1936,More text needed (from beginning of extract),"Acton (London, England)"
0,Neutral,Yes,"Factory, Laundry, Outwork",0.0,"to conform with the necessary restrictions. We are not now discussing the relative advantages and disadvantages of the Day Nursery to those which obtain in the home. The Day Nursery may be only second best compared with a good home. It is a moot point if mothers should be encourraged to go into factories; is it a disadvantage to the children and also the mother benefit from factory life? The extra money is 2 temptation, but the home of the outdoor worker under the best of conditions presents a serious social problem. In some industrial encouragement is given to young married women to return to factories; they are the more experienced and expert workers, and requests are frequently made for their return, especially at rush periods. This is especially true of the laundry industry, but far as our figures go, the same conditions do not apply in the factories in North Acton. In the southern part of the district especially, in spite the Day Nursery and the eight nursery classes, there are children who are being minded in private houses, and on account of the conditions mentioned, this state of affairs is likely to cen for some time. For the",Acton,Ealing,51.522475,-0.331026,b19783681,Acton.1938.b19783681.txt,http://wellcomelibrary.org/item/b19783681,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1938,More text also useful at the end of the extract,"Acton (London, England)"
0,Negative,Yes,Unspecified,0.0,"it makes upon her lungs, heart and other organs, to the effort of a trained woman athlete representing her country in some international games, and the effort demanded of the picked man who is chosen to go on Polar and other hazardous expeditions. We know what care is taken to see that these men and women are physically fit before they enter upon the later stages of their training, or before they actually go beyond the 132 reach of ordinary medical care, and it must be obvious that the same care and attention should be taken to see that young married women are fit to undertake the arduous and serious task of child-bearing. Once more I can only say that it is too late to try to build up the physique of a woman when she is already pregnant. Public Health Departments, both central and local, must see that something is done to ensure that all young married women are adequately instructed in matters of diet, have the necessary money to buy the essential constituents of a full and balanced diet, and that steps are taken to see they are brought up in such habits that they balance work, recreation",Barking,Barking and Dagenham,51.54396,0.13317,b19784284,Barking.1938.b19784284.txt,http://wellcomelibrary.org/item/b19784284,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1938,Need further text at the end of this extract - crucial sentence is there,"Barking (London, England)"
0,Not applicable/No view,Yes,War work (WWII),0.0,"with milk under the Milk (Mothers and Children) Order, 1918. The cost to the Council was £55 14s. 5d. Grants are made to the Southwark Diocesan Association towards the maintenance of unmarried mothers in their institutions. Grants of £125 3s. 9d. have been made during the year. 19 children have been sent to Convalescent Homes, at a cost to the Council of £89 4s. 0d. 235 children under school age suffering from minor ailments were referred to the London County Council for treatment. The cost to the Borough Council was £55 14s. 0d. War Time Nurseries. A considerable number of married women who registered under the National Services Act stated they would be prepared to do work of national importance. As many of these women had young children some provision was required to be made for their care during the mothers' working hours. In May, 1941, the Ministry of Health and the President of the Board of Education issued circulars Nos. 2388 and 1553 on the subject. These circulars directed local authorities to provide war time nurseries in their area if the Ministry of Labour and National Service had come to the conclusion from the facts at Sanitary Supervision of",Wandsworth,Wandsworth,51.451974,-0.186191,b18250993,Wandsworth.1941.b18250993.txt,http://wellcomelibrary.org/item/b18250993,bigram + list of terms,"married,women","employment,employed,employee,work,working,worked,job,occupation",None,1941,0,Wandsworth
