contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"diseases 100, 116 page laboratory work 119, 121 local acts 54 local government act 18 lodging houses, common 70 massage clinic 212, 232 maternity homes 202 maternity homes, registration 202 mayday hospital 19 measles 101 meat inspection 78 medical help records 200 meteorology 43 mental deficiency 221 midwives 199 mid wives act, section 14 202 milk, provision of 210 milk, tuberculous 87 milkshops 85 mortality in child-birth 164 mothers' and infants' welfare association 163 mumps 103 neo-natal deaths 193 notification of births acts 163 nuisances 57 nursing arrangements 143 „ homes 202 observation nursery 211 obstetrical unit 166 occupation centre",Croydon,wives,single term search,b19786918,Croydon.1933.b19786918.txt,1933
"being registered within a period of six weeks after birth. the number of births notified under the acts during 1933 male female. total. live births 618 554 1,172 still births 19 21 40 637 575 1,212 the births were notified:— by doctors 174 ,, borough midwife 134 ,, other mid wives 295 ,, hospitals 126 ,, parents 44 ,, others 401 1,174 unnotified (from registrars return):— live births 34 still births 4 38 1,212 of this number there were:- live births. still dirths. occurring in the borough and transferred to other districts 180 3 occurring in hospitals, etc., outside the",Hornsey,wives,single term search,b1824919x,Hornsey.1933.b1824919x.txt,1933
number of multigravidæ examined 307 number who were found to be not pregnant 17 number of normal labours 412 number of abnormal labours 35 number undelivered at the end of 1933 164 number removed from the district 12 number sent by the maternity home 480 n umber sent by mid wives 97 number sent by doctors and institutions 7 number who came on their own initiative 37 number who came at the suggestion of a health visitor 19 the 35 labours that ended abnormally are classified as follows:— transverse 1 premature birth 3 face 3 premature birth (still-born) 1 breech,Lewisham,wives,single term search,b18244725,Lewisham.1933.b18244725.txt,1933
"of 65 years and 24 above the age of 65. the following table shows the occupations of the 67 persons who died from cancer during the year 1933. male. female. caterer 1 children's nurse (spinster) 1 clerks 5 spinster 1 confectioner and tobacconist 1 widows 13 driller, ship building 1 wives 16 factory managers 2 foreman, wholesale fruiterers 1 ganger 1 gas workers 3 hatter's assistant 1 house decorator 1 labourers 7 licensed victualler 1 locomotive fireman 1 retired (no occupation) 3 scaffolder 1 ship's steward 1 steel fixer 1 stoker engineer 1 wine merchant's cellarman 1 waterman and lighterman",Barking,wives,single term search,b19784235,Barking.1933.b19784235.txt,1933
"106 queen charlotte's — — — — — st. .mary's 2 1 1 1 5 princess beatrice — 1 — — 1 royal free — 1 — — 1 kind's college 1 1 — — 2 found by health visitors 68 68 28 69 233 by private doctors and mid wives — — — — — reported to centre voluntarily 79 59 16 49 203 totals 261 244 110 190 805 ante-natal visiting.—to the 805 expectant mothers who became known to the centres, primary visits were paid by health visitors. subsequent visits were also paid to these cases to the",CityofWestminster,wives,single term search,b18247957,CityofWestminster.1933.b18247957.txt,1933
"borough council subscribes £1 in respect of every hampstead mother confined in this hospital and receives hospital letters of admission in return. during 1933, the number of hampstead women for whom such contribution was made was 59. (iii) queen mary's maternity home, heath street. this home is available for the wives of ex-service men. the borough council does not make a grant to the home. during 1933, 45 hampstead mothers were confined there. the children's hospital, college crescent. the borough council has an arrangement with this hospital whereby sick and ailing children, and children needing minor operations such as circumcision,",HampsteadMetropolitanBorough,wives,single term search,b18238385,HampsteadMetropolitanBorough.1933.b18238385.txt,1933
"me by the manager of the deptford labour exchange:— number registered as unemployed:— 23rd oct., 1933 men, 3,365 women, 650 juveniles, 62 22nd jan., 1934 ,, 3,510 ,, 852 ,, 265 i am indebted to the public assistance officer for the following figures:— (a) total number or deptford residents, including wives and children, on outdoor relief, during the week ended 30th december, 1933:— unemployment 4,826 (b) amount expended on outdoor relief in deptford during year ended 31st december, 1933:— £85,755 lis. 3d. a further index of the economic position is afforded by the details of the incomes of persons receiving",Deptford,wives,single term search,b20106853,Deptford.1933.b20106853.txt,1933
""" schick "" tests 12 6. cancer. there have been 74 deaths from cancer, 41 below the age of 65 years and 33 above the age of 65. the following table shows the occupations of the 74 people who died from cancer during the year 1934:— male. female. bootmaker 1 wives 27 bottler 1 spinster 1 bricklayer 1 widows 11 carpenters 2 civil servant 1 cleaner 1 coppersmith 1 cook 1 enameller 1 fishmonger 1 flusher 1 labourers 10 no occupation 2 porter 1 porter (house) 1 postman 1 printer 1 school attendance officer 1 scaffolders 2 travellers 2 warehouseman",Barking,wives,single term search,b19784247,Barking.1934.b19784247.txt,1934
"to reduce maternal mortality and morbidity. in support of this contention, the following extract from a letter written by sir percy w. everitt, vice-chairman of the plaistow maternity hospital, which recently appeared in the london press, clearly illustrates the value of ante-natal supervision:— ""during the past 24 years our mid wives have attended to 114,148 maternity cases, and only 119 of the mothers died in childbirth—a rate of maternal mortality of only 1.04 per 1,000. this is a record which i think is unsurpassed by any maternity hospital in the kingdom. our hospital is situated in west ham. it serves",Dagenham,wives,single term search,b1978739x,Dagenham.1934.b1978739x.txt,1934
"m. martin, grace m. jones and evelyn craighill. school medical service—i vie l. parker, winifred rivers, winifred i. sharp, edith f. miles, mollie e. reeve and noreen m. morrison. ♦certificate of royal sanitary institute. certificated inspector of meat and other foods. °trained nurse. health visitor's certificate. certificate of central mid wives board. 7 public health department, town hall, ealing, w.5. to the mayor, aldermen and councillors of the borough of ealing. mr. mayor, ladies and gentlemen, i have the honour to submit to you the annual report on the health of the borough for the year 1934, this being presented",Ealing,wives,single term search,b19787947,Ealing.1934.b19787947.txt,1934
"august dental board of the united kingdom. september national safety first association. october health and cleanliness council. november national association for the prevention of tuberculosis. december national smoke abatement society. (g) cookery classes.—demonstrations in cookery were started at the tuberculosis dispensary in april, in order to provide instruction for the wives and mothers of the tuberculous in the buying and cooking of simple, cheap and nutritious articles of food and the preparation of them in an appetising, tempting and palatable way. the demonstrator is loaned by the south metropolitan gas company and a demonstration meter shows how much the actual",Woolwich,wives,single term search,b19823563,Woolwich.1934.b19823563.txt,1934
"borough council subscribes £1 in respect of every hampstead mother confined in this hospital and receives hospital letters of admission in return. during 1934, the number of hampstead women for whom such contribution was made was 46. (iii) queen mary's maternity home, heath street. this home is available for the wives of ex.service men. the borough council does not make a grant to the home. during 1934, 52 hampstead mothers were confined there. the children's hospital, college crescent. the borough council has an arrangement with this hospital whereby sick and ailing children, and children needing minor operations such as circumcision,",HampsteadMetropolitanBorough,wives,single term search,b18238397,HampsteadMetropolitanBorough.1934.b18238397.txt,1934
by individual boroughs were also held during the autumn with good results. the only new activity that has been developed by the care committees since the last report has been the starting of cookery classes in two boroughs (deptford and woolwich). these are held at the dispensaries chiefly for the wives and mothers of patients to teach them how to do inexpensive invalid cookery and how to obtain the highest nutritive value from the cheapest foods. the classes appear to be popular and the care committees concerned are greatly encouraged by finding that the cookery taught is really being carried,LondonCountyCouncil,wives,single term search,b18252813,LondonCountyCouncil.1934.b18252813.txt,1934
"hospitals. (5) massage.—not necessary. arrangements for pathological work.—at out-patients' department, 49, leicester square, w.c.2. no. of patients during 1934 :—335 in-patients. is the hospital provision for the area adequatet— yes. name —royal masonic hospital. the royal masonic hospital provides accommodation for paying patients, primarily of limited means, being freemasons, their wives and dependent children. the number of beds available will be 180—200, one-third being for general medical and two-thirds for general surgical services. approximately one-third for females. there are two sections for children of 20 beds in all. the hospital is being opened up gradually. four theatres have been provided",HammersmithMetropolitanBorough,wives,single term search,b18237976,HammersmithMetropolitanBorough.1934.b18237976.txt,1934
"47 — — — school 47 influenza 51 inhabited houses 7, 33 inquests 11 inspection and supervision of food 36, 44 laboratory facilities 14 legal proceedings 31 maternal mortality 12 maternity and child welfare centres 15 — — — — — report on 20 — home 18 measles 54 mid wives 15 milk (special designation) order (1923) 37 mortality, analysis of 13 — infant 8, 9, 11 — maternal 12 mumps 54 nursing in the home 15 ophthalmia neonatorum 51 outworkers 38, 41 parsons, dr. f. m., report 20 59 page. patients admitted to hospital 55 personnel, committees 4, 5",Mitcham,wives,single term search,b1988204x,Mitcham.1934.b1988204x.txt,1934
"c. gascoigne. telephone assistant, model welfare centre : m. hughes. assistant enquiry officer : g. a. newson. temporary clerk : r. horn. pram minder and assistant, model welfare centre : e. sage. plaster boy, dental hospital : j. h. cooper. notes. 1 state registered nurse. 2 certificate of central mid wives board. 3 certificate of general training. 4 state registered children's hospital trained nurses. 5 health visitor's certificate. 6 certificate of the society of london apothecaries. certificate in practical bacteriology given by london college ol pharmacy, westbourne park road. 7 certificate of sanitary inspectors' examination board. 8 certificate of royal",Shoreditch,wives,single term search,b19822303,Shoreditch.1934.b19822303.txt,1934
"- 14,236 14,112 28,348 feeding centre assistants 3,312 3,781 - 7,093 total 33,782 193,060 15,063 241,905 table no. 58.—occupation list, 1934. occupation. no. of children fed during 1934. no. of families involved. percentage. 1933 1934 1933 1934 unemployed 958 421 403 67.14 62.87 widows 118 52 58 8.29 9.05 deserted wives 67 30 28 4.78 4.36 orphans 3 8 3 1.28 .47 labourers 162 29 53 4.62 8.26 railwaymen 28 12 11 1.91 1.71 hawkers 61 22 17 3.51 2.65 others 130 53 68 8.45 10.60 1,527 627 641 approximate average cost of food only 2.73. total (gross) 4.66d. 69",Willesden,wives,single term search,b19796821,Willesden.1934.b19796821.txt,1934
"see. the following figures have been kindly supplied to me by the manager of the deptford labour exchange:— number registered as unemployed:— 24th sept., 1934 men, 2,405 women, 561 juveniles, 163 i am indebted to the public assistance officer for the following figures:— (a) total number of deptford residents, including wives and children, on outdoor relief, during the week ended 29th december, 1934 — 4,717 (b) amount expended on outdoor relief in deptford during year ended 31st december, 1934:— £88,693 11s. 3d. a further index of the economic position is afforded by the details of the incomes of persons receiving",Deptford,wives,single term search,b20106865,Deptford.1934.b20106865.txt,1934
8 12 — — 6 4 16 — — — — all specialised treatment available. own laboratories. † in the case of hospitals under the control of the borough of barking :— number and classification of medical staff number and classification of nursing staff : matron sisters assistant nurses mid wives probationer nurses arrangements for the employment of consultants upney (maternity) barking (isolation) hospital hospital the medical officer of health is also the medical supt. and is assisted in this work by the medical staff. 1 4 — 6 4 — 4 18 consultants are engaged when necessary. 27—28 clinic,Barking,wives,single term search,b19784259,Barking.1935.b19784259.txt,1935
"there are 10 certified midwives resident and practising in the district (apart from those at the maternity home), and 13 certified midwives resident outside ilford, but practising in ilford. their supervision has been carried out as in previous years. the following is a summary of the notices received from mid- wives during 1935:— medical help 478 death of mother or child 22 laying out the dead 4 stillbirths 25 liability to be a source of infection 36 artificial feeding 36 601* *of these, 354 were received from the ilford maternity home. death of mother or child. twenty-one of the notices",Ilford,wives,single term search,b19876038,Ilford.1935.b19876038.txt,1935
"occurring in institutions. year. total births. births in hospitals, etc. percentage of births occurring in institutions. 1929 961 309 32.1 1930 1129 367 32.4 1931 1143 370 32.3 1932 1084 381 35.1 1933 1010 420 41.5 1934 982 428 43.5 1935 969 474 48.9 number of births notified by mid wives in 1935 691 ,, ,, ,, doctors and others in 1935 278 deaths. during the year 485 deaths were registered, of which 238 were males and 247 were females, as compared with 553 deaths last year. the death rate for the year was equal to 7.7 per 1,000 of",Mitcham,wives,single term search,b19882051,Mitcham.1935.b19882051.txt,1935
"bv the council's medical and nursing staff; the remaining seven are attached to various voluntary organisations which are subsidised by the council antenatal sessions are held weekly at each of the municipal clinics, and at four of the voluntary clinics ; the majority of patients are referred by local mid wives for antenatal examination and supervision, or are sent by the health visitors : a number also report on the advice of friends and other mothers who have attended the clinic in the case of the municipal clinics a written report is sent by the medical officer of the clinic",WestHam,wives,single term search,b19881460,WestHam.1935.b19881460.txt,1935
"see. the following figures have been kindly supplied to me by the manager of the deptford labour exchange number registered as unemployed:— 30th dec., 1935 men, 3,928 women, 1,018 juveniles, 264 i am indebted to the public assistance officer for the following figures:— (a) total number of deptford residents, including wives and children, on outdoor relief, at the end of 1935 :— 3,873 (b) amount expended on outdoor relief in deptford during year ended 31st december, 1935:— £92,309 7s. 9½d. a further index of the economic position is afforded by the details of the incomes of persons receiving milk through",Deptford,wives,single term search,b20106877,Deptford.1935.b20106877.txt,1935
"her work during the years 1934 and 1935:— 1934. 1935. number of confinements attended 113 110 number of ante-natal visits 407 423 number of ordinary working visits 1698 1655 number of late visits (i.e., visits paid after the normal period of 10 days) 296 216 the total number of mid wives registered for practice in the district and resident in the district during the year was 33. maternity centres and home visitation. it will be seen that there is a steady increase in the numbers attending the centres, the total having increased from 40,267 to 42,491. this is due to",Hendon,wives,single term search,b19791756,Hendon.1935.b19791756.txt,1935
"hospitals. (5) massage.—not necessary. arrangements for pathological work.—at out.patients' department, 5, lisle street. no. of patients during 1935:—299 in.patients. is the hospital provision for the area adequatei— yes. \ name —royal masonic hospital. the royal masonic hospital provides accommodation for paying patients, primarily of limited means, being free— masons, their wives and dependent children. the number of beds available is 145 to be increased to 200, one.third being for general medical and two.thirds for general surgical services. approximately one.third for females. there are two sections for children of 20 beds in all. the hospital is being opened up gradually. five",HammersmithMetropolitanBorough,wives,single term search,b18237988,HammersmithMetropolitanBorough.1935.b18237988.txt,1935
"pyloric stenosis (for operation) 1 — 2 consulting obstetrician. dr. j. w. rait bell, the consulting obstetrician, was called to the hospital on seven occasions during the year. training of pupils. during the year twenty pupils completed their course of training and entered for the examination of the central mid wives board. all of these pupils were successful. 21 the hospital has been an approved training school for just over ten years, the date of the first examination at which pupils from the hospital entered being may, 1926. during this period 172 pupils completed their training and entered for the",BrentfordandChiswick,wives,single term search,b19880595,BrentfordandChiswick.1935.b19880595.txt,1935
"population 5 infectious diseases 13 tuberculosis 24 statistical tables 29 administration— slum clearance 35 disposal and utilisation of food waste and other waste materials 36 milk and dairies (consolidation) act and tuberculosis order 42 venereal diseases 43 treatment of tuberculosis 47 mental deficiency acts 60 blind persons act 61 mid wives acts—nursing homes registration act—maternity and child welfare contribution schemes 61 examination of staff 66 bacteriological laboratory work 66 chemical branch 67 statistical information 75 sanitary officers 77 (5) london county council annual report of the council, 1935 vol. iii (part i) report of the county medical officer for the",LondonCountyCouncil,wives,single term search,b18252825,LondonCountyCouncil.1935.b18252825.txt,1935
"of their functions relating to public health."" the council's scheme of health propaganda is fully described in the second section of the report, and of special interest is the success which is attending the cookery classes organised in connection with the tuberculosis dispensary. great interest has been taken by the wives and mothers of the tuberculous in these demonstrations which show how to make the best use, so far as food value is concerned, of the diminished income which this disease so often entails. in the third section is recorded progress in connection with maternity and child welfare during the",Woolwich,wives,single term search,b19823575,Woolwich.1935.b19823575.txt,1935
"borough council subscribes £1 in respect of every hampstead mother confined in this hospital and receives hospital letters of admission in return. during 1935, the number of hampstead women for whom such contribution was made was 39. (iii) queen mary's maternity home, heath street. this home is available for the wives of ex-service men. the borough council does not make a grant to the home. during 1935, 77 hampstead mothers were confined there. the children's hospital, college crescent. the borough council has an arrangement with this hospital whereby sick and ailing children, and children needing minor operations such as circumcision,",HampsteadMetropolitanBorough,wives,single term search,b18238403,HampsteadMetropolitanBorough.1935.b18238403.txt,1935
"professional nursing in the home. general.—there are two district nurses employed by the acton hospital, who visit the homes of both the poor and those who are able to pay. 8 there are also nursing associations which provide purses for different classes of cases. midwives.—the supenising authority under the hied wives act is the middlesex county council and from the country council i understand that there are 24 certified midwives perchsing the borough. legislation in force. housing. several reports were made during the year way different committees of the council on the housing act of 1935 and as the question",Acton,wives,single term search,b19783656,Acton.1935.b19783656.txt,1935
"the main details regarding the work carried out in 1936, and i am indebted to dr. sutherland, the hon. medical officer of the home, for them:— no. of beds for patients 20 no. of cases admitted 27 average duration of stay 5 months no. of cases delivered by (a) mid wives 24 (b)doctor 1 no. of cases in which medical assistance was sought by a midwife 14 no. of cases notified as (a) puerperal fever, (b) puerperal pyrexia — no. of cases notified as pemphigus neonatorum — no. of maternal deaths — no. of infant deaths (a) still-born — (6)",Croydon,wives,single term search,b19786943,Croydon.1936.b19786943.txt,1936
"local authority 28 tuberculosis dispensary 29 venereal diseases treatment centres 29 hospitals—public and voluntary 29 nursing homes registration act, 1927 29 nursing homes and hospitals tabulation 31 other institutions 32 section b. (ii). maternity and child welfare. details of services 34 ante-natal clinic 35 natal services 36 midwives 37 mid wives acts, administration of 37 midwives, inspection of 38 institutional provision for mothers and children 39 maternity hospital 39 maternity and nursing homes 39 institutional and convalescent treatment 39 puerperal fever and puerperal pyrexia 39 post-natal service 40. health visitors—home visiting 40 welfare centres 42 3 page milk in necessitous",Bromley,wives,single term search,b19821451,Bromley.1936.b19821451.txt,1936
"bug problem, and "" the empty bed,"" a silent film on diphtheria immunisation. other films have been hired from time to time to illustrate lectures and talks. (g) cookery classes.—cookery classes, first started in the year 1934, in connection with the tuberculosis dispensary, were continued during the year. to the wives and mothers of the tuberculous the provision of cheap yet nutritious meals is one of the most difficult problems they have to face, and in order to assist them m this matter demonstrations are held at the tuberculosis dispensary at maxey road every week. a demonstrator is loaned by",Woolwich,wives,single term search,b19823587,Woolwich.1936.b19823587.txt,1936
"other funds were forthcoming from sales of work, dances, etc. from this money, the care committee make grants of pocket money to patients in hospitals or sanatoria, who have no friends or relatives able to supply this need. fares are also provided to enable mothers to visit their children, or wives their husbands, etc., etc. 171 table 44. return for the year 1936. (a) return showing the work of the dispensary (or dispensaries). diagnosis. pulmonary. non-pulmonary total. grand total. adults children adults children adults children m. f. m. f. m. f. m. f. m. f. m. f. a.—new cases examined",Southwark,wives,single term search,b20057015,Southwark.1936.b20057015.txt,1936
"figures have been kindly supplied to me by the manager of the deptford labour exchange :— number registered as unemployed :— 14th dec., 1936 men, 1,918 women, 436 juveniles, 39 i am indebted to the public assistance officer for the following figures :— (a) total number of deptford residents, including wives and children, on outdoor relief, at the end of 1936 :• — 3,266 (b) amount expended on outdoor relief in deptford during year ended 31st december, 1936:— £73,547 4s. 2d. a further index of the economic position is afforded by the details of the incomes of persons receiving milk",Deptford,wives,single term search,b20106889,Deptford.1936.b20106889.txt,1936
"own homes as midwives or as maternity nurses during childbirth and from time to time thereafter during a period not less than the lying-in period, is adequate for the needs of the area. 52 other matters dealt with in the act are— (1) appointment and terms of employment of mid wives by authorities (2) fees from patients for attendance of midwives employed by authorities. (3) compensation to midwives ceasing or required to cease practice. (4) prohibition of unqualified persons acting as maternity nurses for gain. (5) attendance of midwives at courses of instruction. (6) miscellaneous amendments of the midwives acts",LondonCountyCouncil,wives,single term search,b18252837,LondonCountyCouncil.1936.b18252837.txt,1936
"miss m. grant leyton green 1934 miss h. s. holl park house 1927 misse. h. holl park house 1927 mrs. j. oates park house 1929 miss muddiman park house 1934 notification of births.—thirteen hundred and fifty-eight notifications of births were received during the year. by medical practitioners 340 by mid wives 1,017 by parents and others 1 infant welfare clinics. 1. park house clinic, granleigh road, leytonstone.—mondays, tuesdays and thursdays, at 1.45 p.m. toddler's clinic, tuesdays, 10 a.m. 2. leyton green clinic, leyton green road.—mondays, wednesdays and fridays, at 1.45 p.m. toddlers clinic, fridays, 10 a.m. during the year under",Leyton,wives,single term search,b19792839,Leyton.1936.b19792839.txt,1936
"to place their children in suitable care. from the table of statistics it will be seen that in nine cases the removal of the child had to be requested and in each case this removal was secured without recourse to legal action. supervision of midwives. during the year 54 mid wives notified their intention to practice within the borough, this number including 13 mid wives residing outside the district. of the 41 midwives residing within the borough, 20 were engaged in private practice and 18 were employed in nursing homes, five of these also attending patients in their own homes.",Ealing,wives,single term search,b19787960,Ealing.1936.b19787960.txt,1936
"schools — 14,472 14,500 28,972 feeding centre assistants 3,410 3,945 — 7,355 37,242 207,295 16,285 260,822 table no. 62.—occupation list, 1936. occupation. no. of children fed during 1936. no. of families involved. percentage. 1935 1936 1935 1936 unemployed 719 348 289 54.54 48.41 widows 108 77 52 12.07 8.71 deserted wives 53 34 33 5.33 5.53 orphans 5 3 2 .47 .33 labourers 317 50 108 8.00 18.09 railwaymen 30 12 9 1.88 1.51 hawkers 34 21 13 3.29 2.18 others 183 93 91 14.58 15.24 1,449 638 597 # approximate average cost of food only 3.19d. total (gross) 5t6d.",Willesden,wives,single term search,b19796845,Willesden.1936.b19796845.txt,1936
"home. £1 0s. od. to a midwife assisting a doctor in a home confinement. before assistance is granted, the following conditions must be complied with :— 1. the home conditions must be suitable for a confinement to take place there. 2. the midwife must be registered by the central mid- wives board. maternity and child welfare. 71 3. when conducting the confinement herself, the midwife must give her patient adequate ante-natal supervision and must arrange for the woman to be examined by th medical officer of one of the council's ante-natal clinics earl in pregnancy and also at a later",Wandsworth,wives,single term search,b18250944,Wandsworth.1936.b18250944.txt,1936
2 fish fryer 1 flusher 1 furnace fireman 1 general dealer . 1 harness maker (retired) 1 labourers 14 newsagents & tobacconists 2 night watchman 1 police constable 1 porters 2 shipwright 1 shops act inspector (retired) 1 stokers (gas works) 2 stevedore 1 upholsterer 1 wheelwright 1 46 female. wives 13 spinsters 5 widows 10 28 95 the following table shows the ages of the persons who died from cancer and the organs affected:— organ. under 1 year. 1-5 years. 5-15 years. 15-25 years. 25-45 years. 45-65 years. over 65 years. total. m. f. m. f. m. f. m.,Barking,wives,single term search,b19784260,Barking.1936.b19784260.txt,1936
"massage.—not necessary. arrangements for pathological work.—at out-patients department, 5, lisle street, w.c.2. no. of patients during 1936 :—328 in-patients; 13,584 new out-patients. is the hospital provision for the area adequate1—yes. name —royal masonic hospital. the royal masonic hospital provides accommodation for paying patients, primarily of limited means, being freemasons, their wives and dependent children. the number of beds available is 145 to be increased to 200, one-third being for general medical and two-thirds for general surgical services. approximately one-third for females. there are two sections for children of 20 beds in all. the hospital is being opened up gradually. five",HammersmithMetropolitanBorough,wives,single term search,b1823799x,HammersmithMetropolitanBorough.1936.b1823799x.txt,1936
"small necessities and comforts, not provided for from official sources. pocket money was sent to patients who were in sanatorium without even the means to buy themselves a stamp; the railway fare was paid for a girl who was sent for a free holiday through the church army, and the wives of two very poor patients were given the fare to visit them at sanatorium. the london county council provided clothing for 38 patients going to sanatorium who were unable to obtain suitable clothing for themselves. eight beds were supplied on loan by the borough council for patients who were",Stepney,wives,single term search,b19822911,Stepney.1936.b19822911.txt,1936
"notified to the medical officer of health within 36 hours. the following statement shows the source of information, etc., of the hampstead births notified during the year:— number of births notified under the notification of births act, 1907, as adjusted by atiy transferred notifications. live births 965 notified by mid wives 239 still births 52 „ „ doctors and parents 778 total 1017 total 1017 of the total nett live births registered only 24 per cent, occurred at the usual place of residence of the mother. information has been recorded, wherever possible, of the housing conditions of families in which",HampsteadMetropolitanBorough,wives,single term search,b18238415,HampsteadMetropolitanBorough.1936.b18238415.txt,1936
"relating to the centres will be found on pages 29 to 31. home helps.—reference has been made in previous reports to the fact that if these ancillary services were established the council's maternity and child welfare scheme would be made fully comprehensive. with the coming into force of the mid wives act in january, 1938, it is felt that this service will become a very necessary one, and it is hoped that the maternity and child welfare committee may review their previous decision in this matter. as a case in point it may be mentioned that recently an application was",Greenwich,wives,single term search,b18237575,Greenwich.1937.b18237575.txt,1937
"admitted to nursing home recovery 5. impacted breech remained at home recovery 6, saprophytic infection and heart disease remained at home recovery 7. puerperal infection remained at home recovery 8. retained placenta, post partum haemorrhage in nursing home recovery (there were two consultations with regard to the sixth case.) mid wives acts, 1902-1936. no. of notices of intention to practice, january, 1937 35 ,, ,, during 1937 11 total 46 no. of midwives ceasing to practice during 1937 13 ,, ,, practising at the end of 1937 33 there was no change in the arrangements for the employment or subsidy",Walthamstow,wives,single term search,b19876476,Walthamstow.1937.b19876476.txt,1937
"express our thanks for the kind interest and trouble they take in doing so. one destitute orphan boy of 18, writes, ""it is kind of you to take such a welcome interest in me, and i will never forget it.' we are also called upon to pay fares, mothers and wives especially anxious to see their relatives, and get letters pressing them to come, but the fares are beyond their small means. this we give from our fund, with a little extra to take something for the patient. we had one urgent appeal for the fare home from one young",Southwark,wives,single term search,b18246588,Southwark.1937.b18246588.txt,1937
"like to see. the following figures have been kindly supplied to me by the manager of the deptford labour exchange:— number registered as unemployed:— 18th oct., 1937 males, 1,799 females, 584 i am indebted to the public assistance officer for the following figures:— (a) total number or deptford residents, including wives and children, on outdoor relief, at the end of 1937: — men, 897 women, 1,247 children, 530 (b) amount expended on outdoor relief in deptford during year ended 31st december, 1937:— £61,370 9s. 5d. a further index of the economic position is afforded by the details of the incomes",DeptfordMetropolitanBorough,wives,single term search,b18236960,DeptfordMetropolitanBorough.1937.b18236960.txt,1937
"municipal milk supply. the growth of this work has been very rapid during the past three years, and it should be placed on record that a far greater number of employed men, in receipt of low wages, are now able to obtain the help available from this service for their wives and children. during 1937 the council revised the milk scale, making it possible for all applicants who come within the municipal milk scale to receive supplies free of charge. details regarding the supply of milk to the recipients are:— 1935. 1936. 1937. number of applications 2,104 2,214 2,779 „",Edmonton,wives,single term search,b19788800,Edmonton.1937.b19788800.txt,1937
"gynaecological clinic 3,11 h hospital treatment 17, 18 home visits 7 health visitors 4,7 home helps 25 i page infant welfare centres— attendances 3 infant welfare centres— schedule infant defects 15 infantile deaths 19 invalid children's aid association 14,17 immunisation 17 k keep fit class 26 l lectures to mid wives 21 lordship lane municipal medical centre 3,8-13 m maternal mortality 24 maternity and midwifery services 21, 22 maternity hospital service 7 medical sessions 3, 8, 13 medical aid 23 medical officer 2,4 mothercraft classes 26 municipal midwives 3-5 midwives' fees 21 minor ailments 17 n north middlesex hospital 7,17",Tottenham,wives,single term search,b19881733,Tottenham.1937.b19881733.txt,1937
"the number of midwives who gave notice of their intention to practise was 103. the total number of midwives on the register on 31st december, 1937, was 60. the apparent discrepancy between the figures 103 and 60 is accounted for by the fact that a certain number of mid- 214 wives practise from their training schools in the borough for a short period after passing the examination of the central midwives' board. of the 60 midwives, only 9 were in private practice; 46 were employed by the various voluntary associations, and 5 by the local authority in forest gate hospital",WestHam,wives,single term search,b19881484,WestHam.1937.b19881484.txt,1937
"being fourteen days. (ii) queen charlotte's hospital. the borough council subscribes £\ in respect of every hampstead mother confined in this hospital. during 1937, the number of hampstead women for whom such contribution was made was 42. (iii) queen mary's maternity home, heath street. this home is available for the wives of ex-service men. the borough council does not make a grant to the home. during 1937, 52 hampstead mothers were confined there. the children's hospital, college crescent. the borough council has an arrangement with this hospital whereby sick and ailing children, and children needing minor operations such as circumcision,",HampsteadMetropolitanBorough,wives,single term search,b18238427,HampsteadMetropolitanBorough.1937.b18238427.txt,1937
"schools — 14,067 15,472 29,539 feeding centre assistants 3,490 3,981 — 7,471 39,277 227,167 16,923 283,367 table no. 49.—occupation list, 1937. occupation. no. of children fed during 1937. no. of families involved. percentage. 1936. 1937. 1936. 1937. unemployed 937 289 394 48.41 47.93 widows 156 52 82 8.71 9.97 deserted wives 36 33 21 5.53 2.55 orphans 2 2 1 .33 .12 labourers 452 108 177 18.09 21.53 railwaymen 25 9 11 1.51 1.34 hawkers 34 13 17 2.18 2.07 others 241 91 119 15.24 14.48 1,883 597 822 approximate average cost of food only 3.32d. total (gross), 5.21d. milk.—total",Willesden,wives,single term search,b19796857,Willesden.1937.b19796857.txt,1937
"dispensary 32 venereal diseases treatment centres 32 hospitals—public and voluntary 32 nursing homes, public health act. 1936, sec. 187/105 33 nursing homes and hospitals tabulation 34 other institutions 35 section b. (ii). maternity and child welfare. details of services 38 ante-natal clinics 39 natal services:— domiciliary midwifery service 40 mid wives 41 administration of the midwives acts, 1902-1936 41 inspection of midwives 42 institutional provision for mothers and children:— infants 44 maternity hospital 44 puerperal fever, isolation and treatment 45 3 page maternity and nursing homes 45 post-natal services:— health visitors—home visiting 45 burnt ash area report 46 bromley common",Bromley,wives,single term search,b19821463,Bromley.1937.b19821463.txt,1937
"upney (maternity) hospital barking (isolation) hospital number and classification of medical staff the medical officer of health is also the medical supt. number and classification of nursing staff: in addition there is a resident medical officer at each hospital. matron — l sisters 3 7 assistant nurses — 4 mid wives 4 — probationer nurses 5 14 arrangements for the employment of consultants a consultant staff is available. in addition to the above institutions, there are a number of sanatoria to which tuberculous persons resident in barking are admitted at the instance of the essex county council, under their scheme",Barking,wives,single term search,b19784272,Barking.1937.b19784272.txt,1937
