contextText,location_fromMOH,searchCriteria_bigram,searchCriteria_type,source_bNumber,source_fileName,time_year,list of search terms,search criteria
"123 320 10.6 Kenley Street „ „ 47 214 781 16.6 Lancaster Road „ ,, 91 244 1,565 17.2 Raymede „ „ 70 293 879 12.5 South Kensington „ 51 160 501 9.9 Baby Clinic 34 144 471 13.8 Other institutions 23 — 1,186 51.5 Totals 487 1,894 7,720 15.8 Birth Control and Gynaecological Clinics. The council have an agreement with the North Kensington Women's Welfare Centre at No. 12, Telford Road, whereby women attending the infant welfare centres in the borough can in appropriate cases receive birth control advice and gynaecological treatment. The birth control advice is given to married women only, and is based only on medical grounds. During 1936, the attendances of Kensington women at the Telford Road clinic totalled 966. The council recognised the good work which had been carried out by the North Kensington Women's Welfare Centre, and at the beginning of 1936 they increased their grant from £50 to £100. This grant was in respect of both birth control advice and gynaecological treatment. The Advisory Committee to the Borough Maternity and Child Welfare Committee. The advisory committee was established in 1920. The committees of the infant welfare institutions each nominate yearly two of their",KensingtonMetropolitanBorough,"married,women",bigram search,b18235839,KensingtonMetropolitanBorough.1936.b18235839.txt,1936,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"139 410 15.77 Kenley Street „ „ 35 152 362 10.34 Lancaster Road „ „ 80 266 1,325 16.58 Raymede „ „ 58 284 681 11.74 South Kensington „ 28 140 383 13.68 Baby Clinic 30 173 367 12.23 Other institutions 22 — 685 31.14 Totals 380 1,548 5,443 14.32 Birth Control and Gynaecological Clinics. The council have an agreement with the North Kensington women's welfare centre at No. 12, Telford Road, whereby women attending the infant welfare centres in the borough can, in appropriate cases, receive birth control advice and gynaecological treatment. The birth control advice is given to married women only, and is based only on medical grounds. During 1937, the attendances of Kensington women at the Telford Road clinic totalled 1,052. The council recognise the good work carried out by the North Kensington women's welfare centre in respect of both birth control advice and gynaecological treatment by making an annual grant of £100. The Advisory Committee to the Borough Maternity and Child Welfare Committee. The advisory committee was established in 1920. The committees of the infant welfare institutions each nominate two of their members to serve on this body, which co-ordinates the work of the eight infant",KensingtonMetropolitanBorough,"married,women",bigram search,b18235840,KensingtonMetropolitanBorough.1937.b18235840.txt,1937,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"House at 10 a.m. on the second and fourth Monday in the month, and the services of Dr. Jocelyn Moore, a specialist in this particular branch of work, have been secured. Pamphlets are available and are distributed indicating the advantages to be derived from an examination by a competent specialist about six weeks after child-birth and the attendances at the clinic have been satisfactory. Injuries not apparent to the mother may be detected and at this early stage cure is frequently brought about rapidly and without any great inconvenience to the patient. The Birth Control Clinic is available to all married women in whom pregnancy for health reasons is undesirable, and a decision as to what is detrimental to health is left to the discretion of the Medical Officer in charge. The desirability of adequate spacing of births is important in maintaining physical well being and perfect health which enables a woman to enjoy her rightful place in modern society. Attendances at these clinics from the 13th September to the 31st December are included in the sub-joined table. Table No. 14. Post- Natal. Birth Control. First visits 33 31 Re-attendances 13 28 Ante-Natal Clinics. Sessions :— Manor House, Tuesday 2",Southall,"married,women",bigram search,b19877845,Southall.1937.b19877845.txt,1937,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"who were married during 1937 were counted as having been married one year, those married in 1936 two years, and so on:— Table No. 101 Period since marriage (years) 1 2 3 4 5 6 7 8 9 10 10+ Total. No. of patients 24 12 20 14 16 15 19 7 6 15 86 234 This table brings out the rather important fact—which was also elicited previously—that there was apparently no relationship between attendance at the clinic and the duration of the married state. Opponents of birth control clinics often state that there will be a preponderance of young married women at such clinics, but the figures above—although they refer to both gynaecological and birth regulation cases— indicate broadly that such a supposition is incorrect. Gyncecological work.—Of the 248 new patients who attended the clinic, 184 were gynaecological cases. The conditions found and treated, when treatment was necessary, may be shown broadly as follows:—Cervical erosions, 3; menorrhagia, 27; leucorrhcea, 27; pregnancy, 32; fibroid, 2; uterine displacements, 30; sterility, 8; post-natal debility, 24; other conditions, 31. Birth regulation work.—During the year 43 women had advice regarding birth regulation, and in these instances the necessary appliances were provided. Of the 248",Shoreditch,"married,women",bigram search,b19822339,Shoreditch.1937.b19822339.txt,1937,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"to conform with the necessary restrictions. We are not now discussing the relative advantages and disadvantages of the Day Nursery to those which obtain in the home. The Day Nursery may be only second best compared with a good home. It is a moot point if mothers should be encourraged to go into factories; is it a disadvantage to the children and also the mother benefit from factory life? The extra money is 2 temptation, but the home of the outdoor worker under the best of conditions presents a serious social problem. In some industrial encouragement is given to young married women to return to factories; they are the more experienced and expert workers, and requests are frequently made for their return, especially at rush periods. This is especially true of the laundry industry, but far as our figures go, the same conditions do not apply in the factories in North Acton. In the southern part of the district especially, in spite the Day Nursery and the eight nursery classes, there are children who are being minded in private houses, and on account of the conditions mentioned, this state of affairs is likely to cen for some time. For the",Acton,"married,women",bigram search,b19783681,Acton.1938.b19783681.txt,1938,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"House at 10 a.m. on the second and fourth Monday in the month, and the services of Dr. Jocelyn Moore, a specialist in this particular branch of work, have been secured. Pamphlets are available and are distributed indicating the advantages to be derived from an examination by a competent specialist about six weeks after child-birth and the attendances at the clinic have been satisfactory. Injuries not apparent to the mother may be detected and at this early stage cure is frequently brought about rapidly and without any great inconvenience to the patient. The Birth Control Clinic is available to all married women in whom pregnancy for health reasons is undesirable, and a decision as to what is detrimental to health is left to the discretion of the Medical Officer in charge. The desirability of adequate spacing of births is important in maintaining physical well being and perfect health which enables a woman to enjoy her rightful place in modern society. Attendances at these clinics for 1938 are included in the subjoined table. Table No. 14 Post- Natal Birth Control. First visits 107 80 Re-attendances 53 148 Ante-Natal Clinics. Sessions:— Manor House, Tuesday 2 p.m.-4 p.m., Thursday 10 a.m.-12 noon. Branch",Southall,"married,women",bigram search,b19877857,Southall.1938.b19877857.txt,1938,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"it makes upon her lungs, heart and other organs, to the effort of a trained woman athlete representing her country in some international games, and the effort demanded of the picked man who is chosen to go on Polar and other hazardous expeditions. We know what care is taken to see that these men and women are physically fit before they enter upon the later stages of their training, or before they actually go beyond the 132 reach of ordinary medical care, and it must be obvious that the same care and attention should be taken to see that young married women are fit to undertake the arduous and serious task of child-bearing. Once more I can only say that it is too late to try to build up the physique of a woman when she is already pregnant. Public Health Departments, both central and local, must see that something is done to ensure that all young married women are adequately instructed in matters of diet, have the necessary money to buy the essential constituents of a full and balanced diet, and that steps are taken to see they are brought up in such habits that they balance work, recreation",Barking,"married,women",bigram search,b19784284,Barking.1938.b19784284.txt,1938,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"most pronounced, being recorded in five out of the 18 cases. Nine of the patients were engaged in some indoor work (clerk, photographer or laboratory assistant), four were engaged in engineering or factory work, while two were in the services. The 28 heaviest incidence amongst the females was recorded at the ages 15 to 24, 9 in the group 15 to 19, and 15 in the group 20 to 24. A family history of infection was obtained in one-third of these. Five of these girls worked in a factory, nine were engaged in offices as clerks or typists, four were married women and two were shop assistants. The 42 notifications (16 male and 26 female) of non-pulmonary disease is a decline on the figure of 53 for last year. Of these patients 22 came here suffering from the disease. This year only six, 2 male and 4 female, had previously been notified before removal here, so that the number of new notifications is much the same as last year. Of the cases which contracted the infection locally, one-third suffered from infections of glands, mostly cervical; in most of the other cases the affected site was bone or joint, meninges, genito-urinary",Harrow,"married,women",bigram search,b19824427,Harrow.1941.b19824427.txt,1941,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"with milk under the Milk (Mothers and Children) Order, 1918. The cost to the Council was £55 14s. 5d. Grants are made to the Southwark Diocesan Association towards the maintenance of unmarried mothers in their institutions. Grants of £125 3s. 9d. have been made during the year. 19 children have been sent to Convalescent Homes, at a cost to the Council of £89 4s. 0d. 235 children under school age suffering from minor ailments were referred to the London County Council for treatment. The cost to the Borough Council was £55 14s. 0d. War Time Nurseries. A considerable number of married women who registered under the National Services Act stated they would be prepared to do work of national importance. As many of these women had young children some provision was required to be made for their care during the mothers' working hours. In May, 1941, the Ministry of Health and the President of the Board of Education issued circulars Nos. 2388 and 1553 on the subject. These circulars directed local authorities to provide war time nurseries in their area if the Ministry of Labour and National Service had come to the conclusion from the facts at Sanitary Supervision of",Wandsworth,"married,women",bigram search,b18250993,Wandsworth.1941.b18250993.txt,1941,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"grave shortage of nursing staff throughout the country and the gradual and continual withdrawal for national needs of experienced men and women of all grades, the hospitals staff have, by working longer hours in some cases, by more intensive application in others, and by cheerful acceptance generally of wartime stress and strain, successfully carried out their task of providing treatment for a substantial proportion of the sick population of the County of London. The methods which were adopted to meet the shortage of staff arising from wartime conditions, e.g., employment of women as substitutes for porters and laundrymen, employment of married women and of staff generally beyond the normal 16 age of retirement, to which reference is made in my Interim Report for 1941, have continued to be applied throughout the year. There have been a number of vacancies which could not be filled at once—amounting on an average to about five per cent. of the total positions. These vacancies increased during the winter months when a high proportion of staff were absent on account of sickness. As practically no casual labour was available, some of the hospitals were seriously short of domestic staff and had to work at times",LondonCountyCouncil,"married,women",bigram search,b18252874,LondonCountyCouncil.1942.b18252874.txt,1942,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"(chiefly measles, whooping cough and pneumonia.) 46 Mother not at work 31 Removals 23 Child alleged to be fretting 18 Child now attending school 5 Miscellaneous reasons... ... 29 Withdrawal of Children. Since the Nurseries were opened (i.e. during the first year), some 152 children, who were accepted for admission and were actually in attendance, have been withdrawn. 37 Attendances of Children. It was somewhat unfortunate that the nurseries were opened at a time when measles, scarlet fever, whooping cough and chicken pox were epidemic. In spite of the fact that the prime function of these nurseries is to release married women for industry, there are certain fundamental public health precautionary measures (e.g., exclusion of children with infectious or suspiciously infectious illness ; quarantine, etc.) which must be enforced in the public interest even although their enforcement may keep the mothers at home for a time. Infectious disease and its prevention in a day nursery is a serious problem requiring constant vigilant attention if the nursery is to be kept from degenerating into a hotbed of infection. The following figures show the average attendances throughout the year. It should be realised that a few months elapsed before each Nursery received",Leyton,"married,women",bigram search,b1979289x,Leyton.1943.b1979289x.txt,1943,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"or puerperal pyrexia. Home Helps. The revised Home Help scheme operating during the year 1944 has provided domestic assistance for 28 households as compared with 8 only during the previous year. The main features of the new scheme are, the increase in the rate of pay from an all-in payment of 30/- per week to an hourly rate of l/6d.; the arrangements supervised by a Home Help Organiser, and a reduction in the hours worked to those necessary only to carry out the essential domestic work of the house—generally from four to six per day—thus enabling a greater number of married women to take up this work. Enemy attack, evacuation and competition from superior priorities in the labour field have made the year a difficult one both in actual operation and in valuation of experience upon which to base future developments. Sterilised Maternity Outfits. Sterile outfits in sealed containers for use at confinements may be had from the Welfare Centres or from the Council's midwife. They are supplied at cost price, and in necessitous cases at half price or free of cost according to means. During the year 33 outfits Avere supplied at cost price. Dental Scheme. The demand for",MertonandMorden,"married,women",bigram search,b19882683,MertonandMorden.1944.b19882683.txt,1944,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"On the 10th December 1945, there were, however, only 118 insured persons without employment registered at the Barking Employment Exchange. The demand for labour has been greatly in excess of the supply but the importation of labour from other regions has not been possible, except in small numbers, owing to the difficulty in securing lodging accommodation in this and adjacent areas. A marked feature of industry during the war years has been the services rendered by married women, who were called upon to assist in the national effort. During the latter part of 1945, there was a visible tendency for married women to leave industry, due no doubt to increasing domestic responsibilities consequent upon the return of evacuee children and men returning home from the Forces. During the year, work was commenced at a site in Thames Road on the erection of a new Government Training Centre for training building trade workers. This Centre will be completed during 1946 and will provide for about 600 trainees at a time. 25 (e) Travelling Facilities. Time and time again, particularly, of course, before the war, I have made adverse comments on the facilities for travelling to and from Barking, and I do",Barking,"married,women",bigram search,b19784351,Barking.1945.b19784351.txt,1945,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"of the scheme necessitated the removal from the nurseries of a number of children whose parents had no prior claims in order to provide vacancies for those on the waiting list with such claims. This procedure which naturally aroused a little feeling was initiated at the end of 1946 and satisfactorily completed early in 1947. The categories entitling to preference in the allocation of nursery vacancies are as follow:— Separated or deserted wives. Widows. Unmarried mothers. Married women whose husbands are unemployed, or frequently ill and unable to work full time. Married women with husbands in the forces. Applications from married women whose husbands are in full-time employment are dealt with on their merits (the husband's earnings being one of the factors considered) when vacancies not required by the 21 priority groups are available. Accommodation is also made available when mothers have to undergo medical treatment in hospital or in cases of urgent domestic difficulties. SCHOOL HEALTH SERVICE. The County Medical Officer has kindly furnished me with the following statistics giving the results of the medical inspection of school children in the borough: Children examined 3,272 Bethnal Green. Per cent London (Average) Per cent. Clothing and Boots: Good 2,105 64.33",BethnalGreenMetropolitanBorough,"married,women",bigram search,b18236777,BethnalGreenMetropolitanBorough.1946.b18236777.txt,1946,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"extension is to be given official recognition in the definition of the functions of the health visitor in the new Health Service Act. Her outlook is more sociological than clinical. Authorities provide day nurseries. The administration of these nurseries falls to the welfare committee in that it is the committee which has to be responsible for the arrangements for ensuring the health and well-being of the children but this is more the concern of the staff, whereas what concerns the committee more is the justification for the nurseries which leads to the discussion of such problems as the employment of married women and the country's drive for export. Again the domestic help service is not so very far removed from a domestic service agency, and while the service 5 deals with conditions closely related to the health or the sickness of the community the trend is the growth of a social welfare rather than a health, and certainly rather than a preventive health, service. The vital statistics for the year were very satisfactory, and as these are the only standards we have for assessing the health of a community we can assume that the health of the district was good.",Harrow,"married,women",bigram search,b19824476,Harrow.1946.b19824476.txt,1946,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"is used and 26 visits to other factories. Factories where Women are Employed.—Since the termination of the war there has been some diminution in the employment of women. As a general rule employers continue to show an increased interest in the welfare of their women workers, although their efforts are hampered by the general shortage of necessary material. Outworkers.—Premises where homework is carried on were visited on 30 occasions by the Woman Inspector. No case of Infectious Disease was reported during the year. It is significant 33 to note that the number of Outworkers has increased, which indicates that many married women with home ties prefer to work in their own time. The majority of the homes inspected were found to be very satisfactory. Disinfestation of Verminous Premises.—The work of disinfestation of verminous houses has continued on the lines noted upon in previous Reports. The Sanitary Inspectors dealt with 181 cases where the rooms were either verminous or dirty; in addition the Disinfestation Staff sprayed 481 rooms and contents with vermicidal fluid, whilst in 24 cases bedding, etc., was removed to the Council's Disinfecting Station and treated by steam disinfection. Aged, Infirm and Physically Incapacitated Persons.— Cases of infirm persons",Greenwich,"married,women",bigram search,b18237666,Greenwich.1946.b18237666.txt,1946,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"with the utmost difficulty that a reasonable standard of efficiency was maintained. When the flying-bomb attack developed in 1944-45, the hospitals sustained further damage. Child-patients and chronic sick patients, together with nursing staff, were evacuated from London to hospitals administered by other authorities, and four hospitals were opened by the Council in the provinces with staff of all grades, mostly transferred from London. This increased the difficulties and it became necessary to resort to the recruitment of persons not normally eligible for employment, e.g., aliens and staff beyond the normal age of retirement; to extend the fields of employment of married women and part-time workers; and to employ women on work hitherto done by men. Return of staff from war service With the conclusion of the war, 322 members of the permanent staff returned by the end of 1945, and a further 706 by the end of 1946; 72 members of the staff were 58 killed in action or died on war service, apart from those killed in London by bombs. Except for a few who have not yet been demobilised, the remainder resigned their positions to take up other forms of work. Staffing position after the war The acute",LondonCountyCouncil,"married,women",bigram search,b18252904,LondonCountyCouncil.1946.b18252904.txt,1946,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"1/'- per child per day. The attendance of children on Saturdays was poor, and only Nantly House Nursery opened regularly on Saturdays. The average attendance of children was 158 (Monday to Friday) and 17 (Saturday). The demand for accommodation continued and there was always a waiting list at each nursery. Admission generally was restricted to children of mothers in employment, but towards the end of the year the Council decided that social circumstances should also be considered and passed the following resolution "" that priority be accorded in the cases of children of separated or deserted wives, widows, unmarried mothers, married women whose husbands are frequently ill and unable to work full time and other cases of children in need of special care by reason of domestic or social conditions."" No excessive incidence of infectious disease was noted among the children attending the day nurseries. Shortage of staff was less than in previous years, but the educational care in the nurseries is still unsatisfactory owing to the shortage of trained nursery teachers and wardens. The chief causes of absence of staff are sickness, accidents or domestic reasons such as illness of child or relative. The percentage of time lost for",Heston,"married,women",bigram search,b19968152,Heston.1947.b19968152.txt,1947,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Social Conditions. The Manager of the local Employment Exchange states that there was an increase in employment in the area during 1947. In the boroughs of Kingston, Maiden and Coombe, and Surbiton, and the Esher Urban District, which is the area with which the local Employment Exchange deals, approximately 2,000 more men, and 300 less women, were employed than in 1946. The total figure of employed persons was some 6,000 more than in 1939. The percentage figure for unemployed was very small. Towards the end of the year, signs of a desire to return to work on the part of married women was noticed, and the numbers on the womens' register was higher than for some years. As a result of the raising of the school leaving age, there were only 222 leavers as compared with the usual 600, so that the supply of juvenile labour was not nearly sufficient to meet the demand. I am indebted to the Manager of the local Employment Exchange for this, and other useful information, and for the ready co-operation of his department throughout the year. The principal industries of the area are general engineering, motor engineering, building, manufacture of radio components and construction",KingstonuponThames,"married,women",bigram search,b19875095,KingstonuponThames.1947.b19875095.txt,1947,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"an average, 40 hours a week. A total of 148 cases received assistance, and 297 home visits were made. In only 30 cases was full recovery not made. Of the cases referred to the Department for assistance, approximately 66.6 per cent. were recommended by Doctors, 22.5 per cent. by the Hospital Almoners, 6 per cent. by K.C.C. Health Visitors and Clinic Doctors, 2.9 per cent. by Public Assistance and the remaining 2 per cent. from miscellaneous sources, including the District Nurses. The number of women employed under the Scheme steadily increased throughout the year. The great need now is for married women who wish to work about four or five hours per day, but do not necessarily wish to be employed continuously and who do not mind periods of inactivity between cases. We cannot have too many of this type of worker on the Register, as it is our aim, eventually, to be able to answer any call for help immediately, which is not always possible under present conditions. DRAINAGE. The houses in the main portion of the District are on the water carriage system, and most of the houses are connected to the public sewers. 9 SANITARY STATISTICS. Number",Orpington,"married,women",bigram search,b19793212,Orpington.1947.b19793212.txt,1947,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"Help. Domestic Help. Full-time 54 17 Part-time 22 17 76 34 The demand for this service fluctuates greatly, rising and falling as the number of births occur. The importance of making provision to assist women having domiciliary confinements cannot be over-emphasised. Requests for service were for the most part satisfied, but difficulty is still experienced in obtaining the right type of woman for this job. FAMILY PLANNING During the year the Corporation made arrangements with the Carshalton and District Family Planning Association. A few women 24 attended the clinic conducted by this Association. They belong to the limited class of married women defined in Ministry of Health Memorandum 153, in whose cases further pregnancy would be detrimental to health. TREATMENT. Minor Ailments. One hundred and sixty-nine cases were referred from the Maternity and Child Welfare Centres to the under-mentioned hospitals during the year :— Croydon General Hospital 76 St. Helier County Hospital 84 Guy's Hospital 1 Hospital for Sick Children (Great Ormond Street) .. .. .. .. .. .. 8 169 The conditions requiring treatment were Orthopedic Defects 54 Circumcision 46 Eye Conditions 19 Skin Conditions 9 Ear and Nose Conditions 1 Naevus 17 Tonsils and Adenoids 6 Feeding Difficulties",BeddingtonandWallington,"married,women",bigram search,b19883833,BeddingtonandWallington.1947.b19883833.txt,1947,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"and Child Welfare Committee since its inception on 26th March 1919. The Maternity and. Child Welfare Act of 1918 gave full powers to Local Authorities to establish and develop Maternity and Infant Welfare Centres, but long before that individual boroughs and voluntary bodies had given attention to the care of mothers and babies. From early times France had taken measures for the protection of infant life. The earliest efforts were made for the care of orphans and abandoned infants, and a hospital for sick children was opened in Paris in 1802. Creches were opened in France in 1844 to enable married women with young children to accept employment in factories. Dr.Pierre Budin opened the first Infant Welfare Centre at the Charite Hospital in Paris in 1892, a model for all future infant welfare centres. Mothers brought their babies for inspection and. weighing and advice was given on care and feeding. Soon many other centres were opened in Paris and the provinces. The need for pure milk centres became apparent and the first was opened in Fecamp. In London, the Foundling Hospital was established by Chapter in 1739 in Hatton Garden-in 1748 Dr.William Cadogan a visiting physician urging breast feeding and",Stepney,"married,women",bigram search,b19823034,Stepney.1948.b19823034.txt,1948,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"with accommodation for 189 children continued in operation during the year, and the charge was maintained at 1/- per child per day. The attendance of children on Saturdays was poor, and only Nantly House Nursery opened regularly on Saturdays. The average attendance of children was 174 (Monday to Friday) and 13 (Saturday). The demand for accommodation continued and there was always a waiting list at each nursery. Admission generally was restricted to children of mothers in employment, but social circumstances were also considered and priority was given in the cases of children of separated or deserted wives, widows, unmarried mothers, married women whose husbands are frequently ill and unable to work full time and other cases of children in need of special care by reason of domestic or social conditions. No excessive incidence of infectious disease was noted among the children attending the day nurseries. Shortage of staff was less than in previous years, but the educational care in the nurseries is still unsatisfactory owing to the shortage of trained nursery teachers and wardens. So far no explanation has been found for the relatively high rate of sickness absence in the day nursery staff. Residential Nurseries.—No residential nursery is maintained",Heston,"married,women",bigram search,b19968164,Heston.1948.b19968164.txt,1948,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"operatives with better wages and standards of living. The children of artisans and shopkeepers strive to enter the professions. This ""upgrading"" of social classes must have a beneficial effect on the mortality rates of diseases which reflect social class influences. The 1951 Census will show to what extent such social class change has happened. Rising living costs and the opportunities offered by increases in the numbers employed in distributive trades, light engineering, wireless assembly and in restaurants and "" snack bars,"" attracts much larger numbers of women into industry with consequent increased exposure to infection. It has been suggested that married women who are gainfully employed (in addition to housekeeping) have a higher risk of tuberculosis than single women of the same age, though married women who are not working have a lower incidence than single women. There have also been suggestions that sacrifices made by mothers to make the rations ""go round"" have had their effect on tuberculosis mortality in women of the older age groups. Whatever force there may or may not be in these suggestions it is certain that the differential tuberculosis mortality and morbidity of men in comparison with those of women (at least in the",LondonCountyCouncil,"married,women",bigram search,b18252941,LondonCountyCouncil.1950.b18252941.txt,1950,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"financial support to the holiday scheme, and 26 children from this district attended the two camps, held during the year and spent a very enjoyable holiday in ideal surroundings. Twelve relatives were granted the cost of fares to visit patients in hospitals and sanatoria, and four patients were provided with pocket money. Other monetary gifts included grants to two patients for the cost of occupational therapy materials, and to one patient for the cost of a refresher course in shorthand and typewriting. The removal expenses of one patient were paid, 61 another was provided with money for shoe repairs, two married women were granted money to pay their weekly laundry bills, and another was supplied with coal. Several other special grants were made, parcels of secondhand clothing received from individuals and local organisations were distributed to needy families, and in ten cases the Committee purchased Christmas gifts for children. MASS RADIOGRAPHY. Although the Mass Radiography Unit did not hold a session for the General Public within our district during the year, there were, however, several sessions held in surrounding districts, at which, no doubt, many of our residents attended. In addition, sessions were held in the large factory groups in",MertonandMorden,"married,women",bigram search,b19882749,MertonandMorden.1950.b19882749.txt,1950,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"births. Unemployment. I am indebted to the Manager of the Local Labour Exchange for the following information :— "" The position of unemployment throughout the year was relatively steady. Towards the end of the period, however, the position worsened slightly owing to the seasonal slackness for painters and also due to the easing of demands for other building trade workers locally. 11 On the women's side the position was also fairly steady with the exception of a rise towards the end of the year due to a general shortage of vacancies for factory work locally and to the requirements of married women who were seeking employment of a part-time nature to meet their domestic commitments. A few women also came on to the register due to seasonal slackness in Agriculture and Market Gardening."" Open Air Recreational Amenities. Orpington is very fortunate in the number of its open air recreational facilities, for there are few things more refreshing both for the body and mind than the ability to be able to get away, even if only for an hour or so, from the turmoil and stress of modern city life. The Council, by its wise provision of these amenities, has given",Orpington,"married,women",bigram search,b19793248,Orpington.1950.b19793248.txt,1950,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"north of the District Railway Line was continued during the year. It is fortunate that this ""key"" training home of the South West Essex area is situated near the borough boundary and that the County Authorities were willing to extend its services so far into the borough on the ""appointed day""; for the difficulties in the Council's own service, which were reported last year, 37 continued unabated,, In the absence of a Nurses"" Home or of any kind of living accommodation which can be offered to prospective applicants, recruitment has been practically limited to part-time staff. Many of these are married women with home ties and all the uncertainties which follow from them; and some are not fully qualified as nurses. All give loyal and creditable service, and the table below shows how much they accomplish, but a service built on such foundations is obviously dangerously insecure. Recognising this the Council took a far reaching and constructive step to overcome the difficulties by including a proposal to build a District Nurses' Home and headquarters in their programme of capital works for 1951* It is hoped that this project will succeed in attracting permanent whole-time nurses with appropriate qualifications to come",WestHam,"married,women",bigram search,b1988154x,WestHam.1950.b1988154x.txt,1950,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"the year, which included some to places in which no work was being done at the time of the visit, although the outworker was prepared to restart work when required. Uncleanliness and untidiness was noted in a few of the cases, but in no instance was it found necessary to serve a statutory notice. If the uncleanliness was of a moderately severe degree a revisit was paid at an early date. The impression obtained by the inspector was that, on the whole, only people with fairly good accommodation were doing outwork, probably because there was so much other work for married women if they want to earn money. Nearly all outworkers are seasonally employed. Dog Nuisances The Council operates a byelaw to prevent the fouling of the public footpath by dogs. The form of the byelaw is as follows :— (1) No person being in charge of a dog in any street or public place having the dog on a lead shall allow or permit such dog to deposit its excrement upon the public footway. (2) Any person offending against this byelaw shall be liable to a penalty not exceeding forty shillings. Complaints are sometimes received from members of the",Lewisham,"married,women",bigram search,b18244907,Lewisham.1951.b18244907.txt,1951,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"last year's rate which was 24.9. Unemployment. There is no doubt whatever that during years of full employment there is a consequent improvement in the health of the population. I am indebted to the Manager of the Local Employment Exchange for the following information :— "" At the beginning of the year the Unemployed Register had been increased by men from the building trades (mainly painters) who were affected by seasonal slackness—otherwise the register consisted generally of older men and those who were limited to light work owing to disabilities. On the Women's side the register contained a number of married women seeking part-time work and others who wanted certain kinds of employment for which there was little demand. It was possible to place a few part-time workers, with local laundries on evening work and also with a large bakery. With the improved weather in April the position changed appreciably and men returned to building and decorating whilst women were employed in local factories and a wide range of other industries. This improvement continued throughout the summer months with a special demand for building workers and women for catering, laundries, domestic service and the retail distributive trades. The last quarter",Orpington,"married,women",bigram search,b1979325x,Orpington.1951.b1979325x.txt,1951,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
"industries ranging from motor garages to furniture factories, from chocolate manufacturers to brass founders,. No heavy industry is included other than a firm of civil engineering contractors. In assessing the number of employees, office staff has been excluded, and employers included only if taking an active part in production. Employment of Women A large amount of female labour is employed in work which is light and clean such as gown manufacturers and in the production of radio valves. Many of the women are married and generally do not work a full day. Opinion expressed as to the advisability of employing married women varied.; Some firms preferred them on account of their greater sense of responsibility while others complained that the curtailed working day, irregular time keeping and absenteeism for domestic reasons created administrative and production problems. 44 Employment of Young Persons The employment of young persons is general, but the proportion varies according to the nature of the industry.; In only two instances has mention been made of an apprentice system. This may be a reflection of the unwillingness of young people to commit themselves to one class of employment over a period of years, and in the case of",Tottenham,"married,women",bigram search,b19881897,Tottenham.1952.b19881897.txt,1952,"employment,employed,employee,work,working,worked,job,occupation",bigram + list of terms
