contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"and they are not in a position to pay an adequate rent for the amount of accommodation which they require. the undermentioned are examples of the cases in question : they are numerous and present an almost insoluble problem : — r.s.— casual labourer (frequently out of work), has a wife and five children. one small room, about 800 cub. feet. rent 5s. 4d. per week. owes a considerable amount for rent, has relief from guardians. j.s.—addresses envelopes, earns 30s. per week. wife and 9 children. two rooms. rent 12s. l1d. owes nearly a year's rent. has relief from guardians.",StPancrasMetropolitanBorough,wife,single term search,b18252060,StPancrasMetropolitanBorough.1927.b18252060.txt,1927
"year the committee were instrumental in a number of cases in procuring through local charities financial or other assistance for patients and their dependants. the following may be regarded as typical examples of the help so rendered:— a man aged 47 years was recommended for sanatorium treatment. he had a wife and four children, two of whom had gained scholarships. before the case came under notice the patient had been unable to work for several weeks. in consequence of the reduction of income from £3 to 8s. 0d. a week, debts had accumulated, and the family had reached a position",PaddingtonMetropolitanBorough,wife,single term search,b18245353,PaddingtonMetropolitanBorough.1927.b18245353.txt,1927
"bought their milk from a different wholesale firm, kept their receptacles apart, and each washed his own cans, &c., in the same building, and yet, customers of each, contracted typhoid fever. the son is married and lives away from the business premises. i called at his house and examined his wife and two children. one boy, aged looked pale and ill, and i was informed that he had been an in-patient at the mile end hospital from january 11th to february 3rd. i took a sample of his blood and submitted it to the bacteriologist for a widal test. i",Stepney,wife,single term search,b19957221,Stepney.1928.b19957221.txt,1928
"the report which is as follows:— report to the public health committee. case of smallpox. on the evening of the 12th march, i received a telephone message from the medical officer of health to the wandsworth borough council that a man, w. b., of broomfield road, ealing, had visited his wife at the springfield mental hospital on the previous day, that he had a rash on him then, and that his wife on that day had been removed to hospital suffering from smallpox. within a few minutes of receiving the message i saw w. b., 71 years of age., at",Ealing,wife,single term search,b19787881,Ealing.1928.b19787881.txt,1928
"at the city of london hospital for diseases of the heart and lungs were continued. during 1928, 3 patients had received 59 treatments under these arrangements. public health (prevention of tuberculosis) regulations, 1925. during the year, there came under observation a newly-notified case of tuberculosis in the person of the wife of a dairyman. in view, however, of the facts that there was no proof that the patient was in an actively infectious state or that she took any regular part in the business, it was deemed sufficient to caution her verbally in the matter. 72 protection of food supply.",BethnalGreenMetropolitanBorough,wife,single term search,b18236595,BethnalGreenMetropolitanBorough.1928.b18236595.txt,1928
"were considered. during the year the committee were instrumental in a number of cases in procuring through local charities financial or other assistance for patients and their dependants. the following may be regarded as typical examples of the help so rendered:— on the admission of a patient to sanatorium, his wife was left with the insurance benefit as the sole source of income for the support of herself and two children. the charity organisation society were appealed to for help, and made a weekly grant to the family, which was continued until the patient returned home and resumed his former",PaddingtonMetropolitanBorough,wife,single term search,b18245365,PaddingtonMetropolitanBorough.1928.b18245365.txt,1928
"the houses in which they were living. on the 4th august the london county council housing department put at the disposal of the works department of the borough council alternative accommodation for 4 or 5 families should they be required. in one instance only did a family (consisting of husband, wife and 2 children, who were living in a basement at tredegar road) accept accommodation. a considerable amount of damage was caused to furniture, goods, etc., but all persons were informed that this authority could not accept any claims for damage, although a record of the damage was kept. 62",PoplarMetropolitanBorough,wife,single term search,b1824600x,PoplarMetropolitanBorough.1928.b1824600x.txt,1928
"sufficient accommodation, economic conditions are such that the sufferers are not in a position to pay the rent. in some cases there is actual legal overcrowding in the families of those who suffer from consumption. for instance, the mother of a family was notified and the family consisted of husband, wife and 5 children aged respectively 11 years, 10 years, 8 years, 6 years and 3 years. the house in which they lived belonged to the wife's mother and the latter sub-let two rooms. we arranged with the patient's mother so that her daughter should have a separate bedroom when",Acton,wife,single term search,b19783590,Acton.1929.b19783590.txt,1929
"to the emphatically announced campaign against spitting and for the careful disposal of infective saliva. nobody was against this, but many suggested that there is some deeper and possibly more important factor than the mere infection : the vagaries of resistance to tuberculosis infection need close examination : the devoted wife may nurse a case of tuberculosis for years, exposed to repeated infection, only to go down herself as a case when cessation of her care and duties and, incidentally, of infection leaves a void in her life. "" worry "" was suggested as the important factor in such cases.",CityofLondon,wife,single term search,b18253465,CityofLondon.1929.b18253465.txt,1929
"the man to stamp a fresh card. the committee advanced the money to enable the stamps to be purchased and referred the case to the railway benevolent fund for financial assistance for the family during the time the patient was away. considerable help was obtained from this fund and the wife was able to repay the loan from the committee and the patient was able to complete his treatment which lasted for a period of over ten months during which he received full rate of sickness, and later disablement, benefit. m.o'g., aged 28. this patient, a married woman, was sent",BatterseaMetropolitanBorough,wife,single term search,b18236224,BatterseaMetropolitanBorough.1929.b18236224.txt,1929
"tuberculosis care committee, and boots by c.o.s. many cases. clothes and boots supplied by u.s.f. or c.o.s. on patients' admission or during treatment as required. patient at home. no blankets on bed. blankets supplied by members of tuberculosis care committee. dentures. — patient at godalming. teeth paid for by c.o.s., wife being on out-relief. patient at godalming. teeth paid for by c.o.s., patient contributing £1. convalescence.—patient sent to grandmother in wales while awaiting sanatorium vacancy, on account of unsatisfactory home conditions, mentally deficient father having just returned from prison. patient referred to u.s.f. for convalescence after second period of treatment,",IslingtonMetropolitanBorough,wife,single term search,b18239109,IslingtonMetropolitanBorough.1929.b18239109.txt,1929
"a very brief outline of a few of the cases helped through the committee this year may be of interest:— (1) patient, a married man with one child, returned from a course of treatment. owing to lack of accommodation he was obliged to continue to share a bedroom with his wife and child, space would not allow for the erection of a separate bed for him. a little later on an extra room became available which however was useless to our patient unless we could provide him with bed and bedding. this was obtained for him. (2) a young patient,",Deptford,wife,single term search,b20106816,Deptford.1929.b20106816.txt,1929
"and the board of trade were informed. a careful inspection of all members of the crew who had been on board with the patient was carried out, and all immediate contacts were vaccinated, as were also as many others of the crew as would consent to the operation. 15 the wife of the patient, who refused vaccination, developed small-pox on 20th january, 1929. no information was received of the occurrence of any other secondary case. the ss. ""karmala"" arrived at gravesend on the 10th january, from yokohama, having landed a case of small-pox to hospital at colombo. the native and",PortofLondon,wife,single term search,b1988445x,PortofLondon.1929.b1988445x.txt,1929
"is attached to the tuberculosis dispensary 16 other staff.—there axe:— (a) five disinfectors, including a man who acts as engineer. (b) a mortuary keeper. (c) two sanitary labourers who assist in drain testing. (d) a superintendent and matron of the medicinal baths. (e) a rat officer. (f) a caretaker and wife at the tuberculosis dispensary. particulars of the staff, as required by the ministry of health circular no. 359, appear in table vii. of the appendix. disinfection. *summary of work carried out by the disinfecting staff during 1929. nature of infection. premises disinfected. room disinfected. disinfections at wood lane. no.",KensingtonMetropolitanBorough,wife,single term search,b18235761,KensingtonMetropolitanBorough.1929.b18235761.txt,1929
"relating to the incidence of marital tuberculosis. a detailed study of the records of 14 patients, the wives or husbands or widows or widowers of patients who had also suffered from pulmonary tuberculosis, failed to reveal any evidence that the secondary cases were instances of infection by the husband or wife primarily affected. on the other hand, investigations of family history of patients left no doubt as to the importance of the familial factor in the incidence of the disease. in view of the report of the joint tuberculosis council for the year 1928-29, in which notification is advocated for",HolbornMetropolitanBorough,wife,single term search,b18238725,HolbornMetropolitanBorough.1929.b18238725.txt,1929
"the only means of cooking and heating water. by the time night comes the whole family crowds itself again into one or two beds and attempts to secure what refreshing sleep it may in an atmosphere fouled and vitiated by the day's occupations. many of these families consist of man, wife and children of mixed sexes and adolescent age. under these conditions the preservation of cleanliness and bodily health are as difficult as the maintenance of modesty. further, much of the good work which could be achieved with regard to child welfare must be largely thwarted and rendered abortive by",Barking,wife,single term search,b19784193,Barking.1929.b19784193.txt,1929
"of boats inspected in 1929 was 40 and the condition of the boats and their occupants, as regards the matters dealt with in the acts and regulations was good. in only one instance was there any infringement of the acts and regulations, viz. :— cabin overcrowded; there being a man, wife and 7 children occupying the after cabin which was registered for two adults and three children. ten children were found on the boats, five being of school age and five under school age. there is now only one boat on the register. no boats were registered during the year.",Stepney,wife,single term search,b19957233,Stepney.1929.b19957233.txt,1929
"tuberculosis and has been recommended for institutional treatment, and ask ourselves:— 94 (1) how are the family to carry on during the absence of the patient, especially if he be the breadwinner? this question alone frequently presents enormous difficulties. what is his national health insurance benefit if any? can the wife go out to work if a job can be found? can the children be cared for or boarded out if the wife works? is the patient an ex-service man or the dependent of an ex-service man? (2) has the patient sufficient suitable clothing for institutional treatment? (3) can his",Woolwich,wife,single term search,b19823526,Woolwich.1930.b19823526.txt,1930
"source of infection. all these cases made a good recovery. dysentery. five cases of dysentery were notified. in one the diagnosis was not confirmed. there cases occurred in one family. a man aged 29 years was notified as suffering, and in the course of investigation it was found that his wife and small daughter, aged 3, had previously both had dysentery and had not completely recovered. both were accordingly removed to hospital. it was not possible to trace the source of infection in the case of the mother daughter, but it appeared possible that they had become infected while on",Shoreditch,wife,single term search,b19822261,Shoreditch.1930.b19822261.txt,1930
"removed on her discharge from hospital. h.r., aged 23. attended the dispensary and was found to be suffering from tuberculosis. he had then only his national health insurance benefit to keep himself and his wife, and he had to pawn the only suitable clothing he had for going away. his wife was expecting her first baby, and had made arrangements to go into the maternity home, but she had been unable to keep up her payments towards the cost of her maintenance. the committee were able to obtain financial assistance at once, also to obtain some new clothing for the",BatterseaMetropolitanBorough,wife,single term search,b18236236,BatterseaMetropolitanBorough.1930.b18236236.txt,1930
"the mere reduction of the more-than-two-perroom overcrowding will not necessarily remove overcrowding in the real sense. according to modern conceptions of hygiene and social amenity, a reasonable basis of calculation of accommodation is 2 rooms for a single adult (bedroom and living room) and three rooms for a husband and wife with not more than 2 young children and for larger families additional bedrooms proportionate to to the number of older children and other adults, duo regard being had not only to decency but also to amenity. judged by any such standard, it is obvious 122 that there is an",BethnalGreenMetropolitanBorough,wife,single term search,b18236613,BethnalGreenMetropolitanBorough.1930.b18236613.txt,1930
"one-third "" in works,"" viz., low wages, high rents, and large families. the low wage type of grantee is chiefly the domestic or hotel worker. with wages of anything between 20s. and 40s. per week, plus food, a rent of perhaps 15s. to 20s. a week to meet and a wife and children to maintain, the difficulty can be appreciated. the sub-committee has dealt with over 100 such applicants and many will undoubtedly remain in the ""chronic group"" of grantees. 34 the high rent factor is too well known to call for much comment. a so-called furnished room will rent",PaddingtonMetropolitanBorough,wife,single term search,b18245389,PaddingtonMetropolitanBorough.1930.b18245389.txt,1930
"is attached to the tuberculosis dispensary. other staff.—there are :— (a) five disinfectors. including a man who acts as engineer. (b) a mortuary keeper. (c) two sanitary labourers who assist in drain testing. (d) a superintendent and matron of the medicinal baths. (e) a rat officer. (f) a caretaker and wife at the tuberculosis dispensary. particulars of the staff, as required by the ministry of health circular no. 359, appear in table vii of appendix iii. professional nursing in the home. the borough is fortunate in having within its boundaries an excellent district nursing association which employs a superintendent and",KensingtonMetropolitanBorough,wife,single term search,b18235773,KensingtonMetropolitanBorough.1930.b18235773.txt,1930
"size of room or the age or sex of the occupants. (b) causes. the causes of overcrowding are many and varied, and include the following:— 1. inability to pay for adequate accommodation owing to low wages and large number of dependent children. the following are typical cases:— b. man (labourer), wife and 12 children, eldest age 17. family income from 50s. to 70s. per week. two rooms, rent 8s. 9d. h. man, wife, 8 children, eldest age 16 (has heart disease). two rooms, rent 8s. 2d. the man sells ice cream during the summer, is unemployed the remainder of the",StPancrasMetropolitanBorough,wife,single term search,b18252096,StPancrasMetropolitanBorough.1930.b18252096.txt,1930
"of the poplar borough council was appointed in july, 1930. this appointment was made in order that the visiting of the pre-school child might be more adequately undertaken. on the resignation of mrs. jenkins, resident caretaker at the maternity and child welfare centre at 15, bessborough street, mrs. nicholls, the wife of the assistant mortuary keeper, was appointed to the post. in conclusion i wish to express my sincere thanks to the late chairman of the public health committee, the rev. jocelyn perkins, the present chairman, mrs. f. m. odone, and to all members of committees concerned with the health",CityofWestminster,wife,single term search,b18247921,CityofWestminster.1930.b18247921.txt,1930
beef 3385 lbs. pork 792 lbs. veal 138 lbs. mutton 837 lbs. fish 109 lbs. during an inspection of a fishmonger's premises a quantity of unsound fish was found and was about to be seized by the inspector. before the fish could be collected it was taken by the shopkeeper's wife and deposited in the dustbin at the rear of the premises. a further quantity of unsound fish was then found in the ice chest. this was seized and taken before a magistrate who issued an order for its destruction. summonses were issued for:— (1) exposing unsound fish for sale;,Ealing,wife,single term search,b1978790x,Ealing.1930.b1978790x.txt,1930
"social conditions. six children lived in one-room homes. in eight homes there was a history of chronic poverty, but without acute distress; in one of these the mother has been many years widowed; in another the mother has been rearing the illegitimate family of a man who also supports his wife and his own legitimate family on a moderate income; two have been widowed and are living on widows' pensions; in another the father's occupaton (foreman in stables of a commerical firm) has become obsolete. in the last home, however, the food, owing to the mother's cominonsense and industry, is",HolbornMetropolitanBorough,wife,single term search,b18238737,HolbornMetropolitanBorough.1930.b18238737.txt,1930
"erected during the year conditions have not materially improved, mainly because the houses are built for sale and are not of the type required, or which could be afforded, by the families affected. a typical case which one finds extremely difficult to deal with is as follows:—a man and his wife with two small children moved into a flat consisting of two bedrooms and one living room about eighteen years ago. the family has now increased and there are seven children ranging from three years to twenty-five 21 years. one problem is adequate separation of sexes and the provision of",Wimbledon,wife,single term search,b19877171,Wimbledon.1930.b19877171.txt,1930
"middlesex hospital, but two of these were not from this district. acute poliomyelitis. no cases were notified. pneumonia. there were 148 cases notified.—108 notifications were from the west middlesex hospital. eighty were non-resident in this district. malaria. there was one case notified during the year, in the person of the wife of a soldier who had previously resided abroad for some years. non-notifiable diseases. information respecting non-notifiable infectious diseases is usually gained through notifications by the head teachers and school attendance officers. the undermentioned table sets forth the numbers of such cases for the last five years:— 68 1927 1928",HestonandIsleworth,wife,single term search,b19877663,HestonandIsleworth.1931.b19877663.txt,1931
"to £683 11s. 6d. the following arc some illustrations of the work done by the care committee throughout the year:— h.d., aged 36. an ex-service man who was found to be suffering from tuberculosis. before coming to the dispensary he had been out of work for ten weeks and his wife was also unemployed. there were two dependent children and the wife's mother who lived with the family was partly dependent. the man was recommended for sanatorium treatment, and the committee were able to give him a grant for extra nourishment whilst he was waiting to go away, and they",BatterseaMetropolitanBorough,wife,single term search,b18236248,BatterseaMetropolitanBorough.1931.b18236248.txt,1931
"the means for treatment are available, much educational work remains to be done. cases not infrequently come to the notice of the department in which patients recommended to one of these clinics discontinue treatment before they are cured, thus running the gravest risk of disaster to themselves, of infecting their wife or husband and of transmitting disease to their children. the number of bacteriological examinations carried out on behalf of the borough council in connection with the diagnosis of venereal disease during the past five years is as follows: — 1927 66 1930 79 1928 78 1931 80 1929 69",Shoreditch,wife,single term search,b19822273,Shoreditch.1931.b19822273.txt,1931
"of the clerical staff of the department. eight cases were referred for assistance during the year as follows: (1) domestic assistance required, but all help was refused. (2) two cases referred for light work to be obtained for them. (3) assistance was given towards fares for husband to visit his wife in sanatorium. (4) one case was referred for extra nourishment, which was subsequently assisted by the guardians. (5) assistance towards nursing a patient who was eventually admitted to farnborough hospital. (6) help was given towards obtaining the necessary outfit for a boy to go to sanatorium. (7) general assistance",Bromley,wife,single term search,b19821402,Bromley.1931.b19821402.txt,1931
"because inadequate accommodation is less of a hardship than either cold or hunger, and therefore, when money is very limited, food, warmth and clothing will always come before rent. the following examples illustrate the type of family concerned, and the records of the department contain numerous similar cases:— b. man, wife and six children, ages 11, 9, 6, 4, 3 and 1, in one room. rent 6s. 9d. per week. labourer, maximum wages £3 2s. per week. t. man, wife and eight children, ages 14, 12, 10, 9, 7, 4, 3, and 1, in two rooms. rent 7s. 6d. per",StPancrasMetropolitanBorough,wife,single term search,b18252102,StPancrasMetropolitanBorough.1931.b18252102.txt,1931
"1064 ineligible (under council's scale of income) 251 withdrawn 29 total 1344 home help 1. home help application form. county borough of west ham. application for the payment of one pound one shilling per week to the undermentioned home help during my wife's confinement. name of applicant name of applicant's wife address names and ages of all applicant's children date of expected confinement name and address of home help proposed to be engaged (the employment as home help of any relative to the patient or applicant is not allowed, and no payment will be granted to such a person). where",WestHam,wife,single term search,b19881423,WestHam.1931.b19881423.txt,1931
"be supplied to necessitous mothers in receipt of milk grants from the council. schedule. scale of income for grants. basis—total income of family, less rent, divided by number of persons living on said income. in determining the number living on income include dependants living at home in addition to man, wife and their children. number of family. free. half-price. total income less rent. average per head. total less income rent average per head. •• s. d. s. d. s. d. s. d. 1 15 0 15 0 18 0 18 0 2 20 0 10 0 24 0 12 0",PaddingtonMetropolitanBorough,wife,single term search,b18245390,PaddingtonMetropolitanBorough.1931.b18245390.txt,1931
"proceedings were taken against a doctor, but he was acquitted. in the case of the second death, the person who induced the abortion was not traced. the deceased was a single young woman employed by the man who seduced her, and who had gone to lodge with him and his wife before removal to the hospital where she died. in the third instance, the woman was married but had been separated from her husband for some years. she was removed to hospital for treatment, and she persisted in telling those who attended her that she had herself induced the abortion.",Acton,wife,single term search,b19783619,Acton.1931.b19783619.txt,1931
"conditions. five children live in one-room homes. in eight homes there is a history of chronic poverty, but without acute distress; in one of these the mother has been many years widowed; 54 in another the mother has been rearing the illegitimate family of a man who also supports his wife and his own legitimate family on a moderate income; two are living on widows' pensions. in all these homes difficulty of providing proper clothing, and more especially sufficient boots, may arise at any time, and if this does occur we hope to be able to solve the difficulty. condition",HolbornMetropolitanBorough,wife,single term search,b18238749,HolbornMetropolitanBorough.1931.b18238749.txt,1931
"its merits would doubtless be proclaimed by posters and newspaper headlines. municipal enterprise is more modest but none the less appreciates such testimonials as the following: — "" i am writing to you thanking you very much indeed for the lady which you sent to me for assistance while my wife was in hospital. i am sure that the lady is worthy of all the appreciation which i can give to her for the way that she did her work and cleaned in every way. the lady is worth all that we can wish for her, as she was very",BethnalGreenMetropolitanBorough,wife,single term search,b18236625,BethnalGreenMetropolitanBorough.1931.b18236625.txt,1931
"recently baked. one cannot but observe that the instruction of girls in the purchasing of foods of good nutritional value and the proper cooking of these foods into appetising meals would be more advantageous to families than much which is taught in schools at the present time. budget. husband and wife (expectant mother) and 3 children (10), (8), (5). money from labour exchange, 29s. 3d. : rent, 10s. (two rooms); net income, 19s. 3d. s. d. s. d. brought forward 9 9 milk 4 0 meat, target of mutton 1 0 bread 2 11 ½ lb. of butter 5 potatoes",HammersmithMetropolitanBorough,wife,single term search,b18237952,HammersmithMetropolitanBorough.1932.b18237952.txt,1932
"conditions. six children live in one-room homes. in nine homes there is a history of chronic poverty, but without acute distress; in two of these the mother has been many years widowed; 55 in another the mother has been rearing the illegitimate family of a man who also supports his wife and his own legitimate family on a moderate income; two are living on widows' pensions. in all these homes difficulty of providing proper clothing, and more especially sufficient boots, may arise at any time, and if this does occur we hope to be able to solve the difficulty. in",HolbornMetropolitanBorough,wife,single term search,b18238750,HolbornMetropolitanBorough.1932.b18238750.txt,1932
"during the year investigations were made into the causes of death on eight cases of maternal mortality and the reports were transmitted to the maternal mortality committee. the following is a list of the cases with the causes of death:— occupation. age. date and place of death. cause of death. wife of a builder's labourer 34 jan. 22nd, in hospital 1. (a) eclampsia. (b) pregnancy. 2. op. 11.1.32 (caesarian section). spinster, domestic servant 24 jan. 20th, in hospital 1. (a) broncho-pneumonia. (b) influenza. 2. puerperal sepsis. wife of a housepainter 32 april 5th, in hospital 1. (a) anaemia. (b) hæinorrhage",Fulham,wife,single term search,b19953744,Fulham.1932.b19953744.txt,1932
"were not sufficient to allow of their having enough good food. the red cross society and the united services fund have assisted many of the ex-soldiers. the charity organisation society have given help with dentures, and paid the fare for a man who was out of work to visit his wife in sanatorium. they also gave clothing to this patient. they supplied spectacles to another man who was doing a little work, but had no margin of funds for any extras. the friends of the poor gave the money for a patient to redeem the suit of clothes he had",Stepney,wife,single term search,b19957269,Stepney.1932.b19957269.txt,1932
"this oftentimes leads to more work being done than is actually required by the notice, as the owner appreciates the assistance given to him, and is anxious to keep his property in as good condition as possible. on a piece of land in the borough a family, consisting of man, wife and three young children, were found to be occupying two wood structures. one, formed of two bus bodies, resting on brick piers, was used as living room and bedroom, and the other, just an ordinary rough shed, was used as a bedroom for two children. the water supply was",Wimbledon,wife,single term search,b19877195,Wimbledon.1932.b19877195.txt,1932
"be supplied to necessitous mothers in receipt of milk grants from the council. schedule. scale of income foe geants. basis.—total income of family, less rent, divided by number of persons living on said income. in determining the number living on income include dependants living at home in addition to man, wife and their children. free. half-price. number of family. total income less rent. average per head. total income less rent. average per head. s. d. s. d. 8. d. 8. d. 1 15 0 15 0 18 0 18 0 2 20 0 10 0 24 0 12 0 3",PaddingtonMetropolitanBorough,wife,single term search,b18245407,PaddingtonMetropolitanBorough.1932.b18245407.txt,1932
"period of treatment in st. james's hospital. he was recommended for sanatorium treatment but in the meantime was finding it difficult to manage. he had been working as a tailor for a firm in savile row, but had been stood off work for eight months owing to trade depression. his wife was an invalid and their only income was derived from national health disablement benefit. 128 the committee were able to arrange for temporary financial assistance to be granted to the man and his wife and for extra nourishment to be granted to the patient. he was also provided with",BatterseaMetropolitanBorough,wife,single term search,b1823625x,BatterseaMetropolitanBorough.1932.b1823625x.txt,1932
"the means for treatment are available, much educational work remains to be done. cases not infrequently come to the notice of the department in which patients recommended to one of these clinics discontinue treatment before they are cured, thus running the gravest risk of disaster to themselves, of infecting their wife or husband and of transmitting disease to their children. the number of bacteriological examinations carried out on behalf of the borough council in connection with the diagnosis of venereal disease during the past five years is as follows:— 1928 78 1931 80 1929 69 1932 37 1930 79 51",Shoreditch,wife,single term search,b19822285,Shoreditch.1932.b19822285.txt,1932
"the cost of their accommodation according to the assessment of the sub-committee of the maternity and child welfare committee. 51 the following is the scale of charges for a maternity bed in new end hospital under this scheme approved by the borough council:— amount of net income of husband and wife (arrived at after deducting rent, insurances and 10s. 6d. for each child under 14 years of age). charge per week to the patients. under £2 weekly fixed by committee. £. s. d. £ s. d. £. s. d. between 2 0 0 and 2 10 0 1 11 6",HampsteadMetropolitanBorough,wife,single term search,b18238373,HampsteadMetropolitanBorough.1932.b18238373.txt,1932
"which are economically housed and increasing those which are more expensively accommodated. a family of two or three persons either have or would like to have a sitting-room and a kitchen, whereas a family of six or seven persons still want only one sitting-room and one kitchen. a man and wife with six young children (a population of eight) can manage well with three bedrooms and one kitchen—a total of four rooms; whereas two separate families, each consisting of a man and wife and two children (a population of eight) require six or eight rooms. thus the continued reduction in",KensingtonMetropolitanBorough,wife,single term search,b18235797,KensingtonMetropolitanBorough.1932.b18235797.txt,1932
"be supplied to necessitous mothers in reoeipt of milk grants from the council. schedule. scale of income for grants. basis.—total income of family, less rent, divided by number of persons living on said income. in determining the number living on income include dependants living at home in addition to man, wife and their children. free. half-price. number of family. total income less rent. average per head. total income less rent. average per head. s. d. s. d. s. d. s. d. 1 15 0 15 0 18 0 18 0 2 20 0 10 0 24 0 12 0 3",PaddingtonMetropolitanBorough,wife,single term search,b18245419,PaddingtonMetropolitanBorough.1933.b18245419.txt,1933
"regard such a condition to exist unless the occupants are provided with the air space set out above. in houses let in lodgings it is illegal to permit a sleeping room to be occupied by persons of the opposite sexes over 12 years of age not living as man and wife ; there is no power to deal with such indecent occupation in private dwelling houses. when a sanitary inspector discovers a case of overcrowding in any house, or a case of indecent occupation in a house let in lodgings, an intimation notice is served and the facts are reported",KensingtonMetropolitanBorough,wife,single term search,b18235803,KensingtonMetropolitanBorough.1933.b18235803.txt,1933
"extent (as the education authorities assure us is the case), it must be because the shortage of food in such households is falling upon the parents instead of the children and especially on the mothers. ""i have not had a cooked dinner for six months, doctor,"" said an unemployed man's wife to me not long ago. in conclusion, i wish to thank the maternity and child welfare committee and the medical officer of health for their most helpful support and consideration during the last year. mary kidd, m.b., b.s. (lond.). march, 1934. 35 infant welfare centres. under the scheme approved",HampsteadMetropolitanBorough,wife,single term search,b18238385,HampsteadMetropolitanBorough.1933.b18238385.txt,1933
"but it has often been denied that adults infect one another in the same way. on surveying the dispensary records of past years, 40 definite cases have been found, in which the infection has passed from husband to wife, or vice versa. in 25 of these instances both husband and wife have died from tuberculosis; in 3 cases both are still alive; in 6 the husband only is alive, and in 6 the wife only survives. the health visitors, in their daily rounds seek to amend the sleeping arrangements in order to eliminate this danger. care committee.—the secretary of the",Lewisham,wife,single term search,b18244725,Lewisham.1933.b18244725.txt,1933
"cases where notice has not expired 13 cases under consideration (special circumstances, unemployment, etc.) 14 27 54 it was found necessary in three instances to institute legal proceedings. the summonses were heard at the stratford police court. the particulars and results of the action taken are as follows:— (1) man, wife and seven children sleeping and living in two rooms. summons against owner, who also resided on the premises, dismissed. order obtained requiring tenant to abate nuisance within two months, and to pay costs. (2) man. wife and seven children sleeping and living in two rooms. order obtained requiring tenant",Leyton,wife,single term search,b19792803,Leyton.1933.b19792803.txt,1933
"two groups were allocated as efficient or inefficient housekeepers as follows:— mothers. efficient housekeepers. inefficient housekeepers. total. mental age— a. under 9 12 69 81 b. 9 and over 43 37 80 some of the satisfactory homes in group a may be ascribed to the fact, sometimes established, that, the wife being obviously incapable, the husband (not defective) has taken her place ; and some of the bad homes in group b are attributable to the fact that the defective, although of better intelligence, showed marked instability. the table illustrates a fact well-known to social workers, that defectives, especially those",LondonCountyCouncil,wife,single term search,b18252801,LondonCountyCouncil.1933.b18252801.txt,1933
"able to provide the necessities of life, but the girl needed 2 pints of milk daily and extra nourishing food. the help of the charity organisation society was solicited and the extras needed were provided. b. was a married man who had to go away for sanatorium treatment leaving a wife and three young children. she had the children cared for by a neighbour and went out to work. soon, however, her husband needed warm pyjamas which she could not afford to buy. these were supplied out of the committee's clothing cupboard. c. was also a man with young children.",IslingtonMetropolitanBorough,wife,single term search,b18239146,IslingtonMetropolitanBorough.1933.b18239146.txt,1933
"the minister's committee is not similar, and in the latter report, no actual diets are given. it is proposed then, to study the cost of the diets submitted in the b.m.a. report. the following diet is an example of that suggested by the b.m.a. committee for a family of man, wife and one child aged 1 to 2 years beef 1½ lb., minced meat 1 lb., bacon 1 lb., corned beef 1 lb., liver ½ 1b., eggs jib., cheese ljlb., milk 10½ pints, fish (cod) ½ lb., butter ½ lb., suet ½ lb., lard ½ lb., bread 20¾ lb., sugar",Dagenham,wife,single term search,b19787388,Dagenham.1933.b19787388.txt,1933
"95 per cent of the population, their health is their capital. it is still insufficiently realised how a family may be handicapped under present circumstances by the presence in it of a chronically sick member. take two families living side by side with the same income. one man marries a wife who goes sick after a confinement or some serious illness and becomes a chronic invalid, or one of the children gets rheumatic fever with subsequent heart trouble, and the doctor in both cases is, to use a colloquialism, never off the doorstep. it seems to be lost sight of",HestonandIsleworth,wife,single term search,b19877687,HestonandIsleworth.1933.b19877687.txt,1933
"social conditions. six children live in one-room homes. in thirteen homes there is a history of chronic poverty, but without acute distress; in three of these the mother has been many years widowed; in another the mother has been rearing the illegitimate family of a man who also supports his wife and his own legitimate family on a moderate income; two are living on widows' pensions. in all these homes difficulty of providing proper clothing, and more especially sufficient boots, may arise at any time, and if this does occur we hope to be able to solve the difficulty. in",HolbornMetropolitanBorough,wife,single term search,b18238762,HolbornMetropolitanBorough.1933.b18238762.txt,1933
"be suffering from 121 tuberculosis, and was advised to accept sanatorium treatment. he was, however, averse to this as his sick club benefit had then expired and his national health insurance benefit was his sole source of income, and this was being reduced to disablement rate within two weeks. his wife was unable to work and he had one child at school, and his youngest child was suffering from tuberculosis. he was an ex-service man and the committee took up the matter with the united services fund, who granted immediate financial assistance, and also provided the patient with some necessary",BatterseaMetropolitanBorough,wife,single term search,b18236261,BatterseaMetropolitanBorough.1933.b18236261.txt,1933
"during the year investigations were made into the causes of death in nine cases of maternal mortality and the reports were transmitted to the maternal mortality committee. the following is a list of the cases with the causes of death:— occupation. age. date and place of death. cause of death. wife of an electrical fitter 28 dec. 31st, 1932, in hospital 1. (a) puerperal septicaemia. (b) parametritis. 2. confinement (10-12-32) full time live foetus. wife of a tin box maker 25 april 9th, in hospital 1. (a) post-partum collapse. (b) ac. fulminating toxaemia of pregnancy. spinster, general domestic servant 24",FulhamMetropolitanBorough,wife,single term search,b18235347,FulhamMetropolitanBorough.1933.b18235347.txt,1933
