contextText,location_fromMOH,searchCriteria_bigram,searchCriteria_type,source_bNumber,source_fileName,time_year
"to conform with the necessary restrictions. We are not now discussing the relative advantages and disadvantages of the Day Nursery to those which obtain in the home. The Day Nursery may be only second best compared with a good home. It is a moot point if mothers should be encourraged to go into factories; is it a disadvantage to the children and also the mother benefit from factory life? The extra money is 2 temptation, but the home of the outdoor worker under the best of conditions presents a serious social problem. In some industrial encouragement is given to young married women to return to factories; they are the more experienced and expert workers, and requests are frequently made for their return, especially at rush periods. This is especially true of the laundry industry, but far as our figures go, the same conditions do not apply in the factories in North Acton. In the southern part of the district especially, in spite the Day Nursery and the eight nursery classes, there are children who are being minded in private houses, and on account of the conditions mentioned, this state of affairs is likely to cen for some time. For the",Acton,"married,women",bigram search,b19783681,Acton.1938.b19783681.txt,1938
"13 12 15 24 48 36 Causes ill-defined or unknown 2 — — — — — 1 — 1 — Deaths in Institutions in Lambeth Lambethans Strangers Totals 199 761 960 Voluntary Hospitals State-aided Hospitals 598 733 1,331 Homes for the dying, etc 53 13 66 24 Maternal Mortality. The maternal mortality is expressed as the number of deaths attributed to puerperal sepsis and other accidents and diseases of pregnancy and parturition for each 1,000 live births. The rate in Lambeth in 1938 fell to 1.82, compared with 2.06 in the previous year. The seven maternal deaths all occurred in married women and the actual causes were sepsis following abortion (2), intracranial thrombosis (1), vomiting of pregnancy (1), cesarean section (1), antepartum haemorrhage (1), and acute inversion of the uterus (1). The maternal mortality based upon the 55 deaths and 27,688 births in Lambeth during the past seven years is 1.98. Infantile Mortality Rates The infantile mortality rate is based upon the number of deaths under one year of age per 1,000 live births registered. The corrected number of births was 3,846, a decrease of 27 compared with the number of births in the year previous. The corrected number of",LambethMetropolitanBorough,"married,women",bigram search,b1823964x,LambethMetropolitanBorough.1938.b1823964x.txt,1938
"London County Council Ambulance Service is available, without charge, throughout the day and night, for the conveyance from any address in the County to hospitals or municipal institutions in the County of parturient women who have made arrangements for their admission thereto. Maternity Beds. (I) New End Hospital. By arrangement with the London County Council, a ward containing five beds is set aside for Borough Council cases. The Borough Council contributes 9s. per day per bed occupied, and patients are assessed by the Assistance Sub-Committee of the Borough Council to contribute according to their means. These beds are available for married women only. During the year 44 patients were admitted to this Ward, their average duration of stay being fourteen days. 62 (II) Queen Charlotte's Hospital. The Borough Council subscribes £1 in respect of every Hampstead mother confined in this Hospital. During 1938, the number of Hampstead women for whom such contribution was made was 29. (III) Queen Mary's Maternity Home, Heath Street. This Home is available for the wives of ex-service men. The Borough Council does not make a grant to the Home. During 1938, 50 Hampstead mothers were confined there. The Children's Hospital, College Crescent. The Borough Council",HampsteadMetropolitanBorough,"married,women",bigram search,b18238439,HampsteadMetropolitanBorough.1938.b18238439.txt,1938
"medical certificate required that patient not in a fit state to travel in a vehicle other than an ambulance. A nurse is not provided. Address—Fire Station, St. John's Road. Telephone: Wembley 0100 or Arnold 2222. (b) Infectious—provided by Acton and Wembley Joint Hospital Committee, address, Isolation Hospital, Wales Farm Road, Acton. Telephone: Acorn 4231, or apply Public Health Department. ANTE-NATAL—See under Maternity Services. ANTI-TOXINS SUPPLIED—Anti-Diphtheria, Anti-Streptococcal and Anti-Tetanus serum available during office hours at Public Health Department, at at other times at Fire Station, St. John's Road. Telephone: Wembley 0100 or Arnold 2222. BIRTH CONTROL (Contraception)— A special session for married women in whom are medical reasons against pregnancy, held twice monthly. For place and time of session apply Public Health Department. (Times liable to change). BIRTHS— All births, live and still, must be notified to M.O.H. within 36 hours by medical practitioner in attendance at or within 6 hours of birth. Relevant stamped post-cards available from Public Health Department. CONFINEMENT AND LYING-IN— See under Hospitals, Laboratory Services and Maternity Services. DIPHTHERIA IMMUNISATION— For families within economic scale of N.H.I. Acts, Council supply fluids to and pay family doctor 10/- for course and 3/6d. for post-Schick test. For families beyond",Wembley,"married,women",bigram search,b19796262,Wembley.1938.b19796262.txt,1938
"8 86 Periods of Gestation:— In the 1st month Nil „ 2nd 16 „ 3rd „ 10 ,, 4th „ 9 , i 5th ,, 6 „ 6th 13 38 In the 7th month 20 „ 8th „ 4 ,, 9th Nil Full-term confinements 41 Not yet confined 31 Removed from district 4 Premature birth — Miscarriage 1 Stillbirth 1 Known confinements at home 26 „ „ in institutions 15 Cases brought forward from 1937 :— Full-term confinements 27 Not pregnant 2 Miscarriage Nil, Stillbirth 1 1 Removed 1 MOTHERS' CLINIC. This clinic, established to give birth control advice to married women within the terms of the memoranda of the Ministry of Health, is held every week. Every mother receives a complete physical and gynaecological examination at her first attendance, when it is decided whether she is eligible for advice at the clinic. No. of sessions 53 Average attendance per session 7.7 Analysis of cases attending :— First Attendances : Contraceptive advice given 36 Referred to Burdett Road Clinic 1 Referred to Hospital 5 Total new cases 42 Subsequent Attendances 367 Total Attendances 409 39 Mothers have been referred to the Clinic by:— Medical Officers at Welfare Centres 16 Health",BethnalGreenMetropolitanBorough,"married,women",bigram search,b18236698,BethnalGreenMetropolitanBorough.1938.b18236698.txt,1938
"House at 10 a.m. on the second and fourth Monday in the month, and the services of Dr. Jocelyn Moore, a specialist in this particular branch of work, have been secured. Pamphlets are available and are distributed indicating the advantages to be derived from an examination by a competent specialist about six weeks after child-birth and the attendances at the clinic have been satisfactory. Injuries not apparent to the mother may be detected and at this early stage cure is frequently brought about rapidly and without any great inconvenience to the patient. The Birth Control Clinic is available to all married women in whom pregnancy for health reasons is undesirable, and a decision as to what is detrimental to health is left to the discretion of the Medical Officer in charge. The desirability of adequate spacing of births is important in maintaining physical well being and perfect health which enables a woman to enjoy her rightful place in modern society. Attendances at these clinics for 1938 are included in the subjoined table. Table No. 14 Post- Natal Birth Control. First visits 107 80 Re-attendances 53 148 Ante-Natal Clinics. Sessions:— Manor House, Tuesday 2 p.m.-4 p.m., Thursday 10 a.m.-12 noon. Branch",Southall,"married,women",bigram search,b19877857,Southall.1938.b19877857.txt,1938
"Medical Officer of Health of the district concerned when foster children are removed into another area to the care of the parent, to another foster mother, or with the same foster mother. Applications are received from time to time from parents and others desirous of placing children with suitable foster mothers, but much difficulty is experienced in finding suitable homes where foster children can be received. In some cases it has been possible to effect satisfactory arrangements for the purpose through the co-operation of the Child Guidance Council. Birth Control. Arrangements were continued for contraceptive advice to be available for married women attending the Council's Centres in cases where further pregnancy would be injurious to health. The advice is to be given only where recommended by the Medical Officers of the Centres and approved by the Medical Officer of Health. The facilities offered by a voluntary hospital and a voluntary birth control clinic are utilised. Two cases were referred for such advice in 1938. Health and Baby Week. Health Week, with which Baby Week was combined, was observed in the Borough during the week 2nd to 8th October, 1938. The programme was as follows:— Co-operation with the School Organisations. Arrangements",HolbornMetropolitanBorough,"married,women",bigram search,b18238816,HolbornMetropolitanBorough.1938.b18238816.txt,1938
"it makes upon her lungs, heart and other organs, to the effort of a trained woman athlete representing her country in some international games, and the effort demanded of the picked man who is chosen to go on Polar and other hazardous expeditions. We know what care is taken to see that these men and women are physically fit before they enter upon the later stages of their training, or before they actually go beyond the 132 reach of ordinary medical care, and it must be obvious that the same care and attention should be taken to see that young married women are fit to undertake the arduous and serious task of child-bearing. Once more I can only say that it is too late to try to build up the physique of a woman when she is already pregnant. Public Health Departments, both central and local, must see that something is done to ensure that all young married women are adequately instructed in matters of diet, have the necessary money to buy the essential constituents of a full and balanced diet, and that steps are taken to see they are brought up in such habits that they balance work, recreation",Barking,"married,women",bigram search,b19784284,Barking.1938.b19784284.txt,1938
"is in charge of Dr. Bessie Playfair, who is on the staff of the Royal Free Hospital. Dr. Playfair reports as follows :— No. of Sessions 8 New cases 31 Total attendances 58 26 Diseases Treated. Cervicitis 2 Menorrhagia 1 Cervical erosion 3 Sterility 4 Retroversion 2 Leucorrhœa 6 Cystocele and rectocele 1 Amenorrhœa 2 Cystocele only 1 Haemorrhoids 1 Vaginitis 1 Contraceptive advice 2 Vaginal atresia 1 Routine post-natals 8 Some patients were treated for more than one disease. Contraceptive advice is given strictly in accordance with the regulations of the Ministry of Health, and is available only to married women in whom pregnancy would be dangerous to health. HOSPITALS. Infectious Diseases. Under the provisions of the Local Government Act, 1929, hospital accommodation for the isolation and treatment of infectious diseases, including small-pox, is organised and maintained by the London County Council for the County of London as a whole. The South-Eastern Hospital, situated in Deptford, has approximately 480 beds. Since the passing of the National Insurance Act, 1911 and other measures, hospital and sanatorium accommodation for Tuberculosis is similarly provided by the London County Council. Accommodation for infectious cases for those who can pay for such is available",DeptfordMetropolitanBorough,"married,women",bigram search,b18236972,DeptfordMetropolitanBorough.1938.b18236972.txt,1938
"boundary. As a war-time expedient the Medical Officer of Health and the Chief Officer of the Fire Brigade may extend distance to 30 Miles in any one direction in special circumstances. Apart from accidents or sudden illnesses medical certificate required that patient not in a fit state to travel in a vehicle other than an ambulance. A nurse is provided in maternity cases. (b) INFECTIOUS - provided by Acton and Wembley Joint Hospital Committee. ANTI-TOXINS SUPPLIED - Anti-Diphtheria, Anti-Scarlatina, Anti-Streptococcal, AntiMeningococcal and Anti-Tetanus serum available at Public Health Department and at Fire Stations. BIRTH CONTROL (CONTRACEPTION) - Special sessions for married women in whoa are medical reasons against pregnancy, held twice monthly at Stag Lane Clinic and Perrin Road Clinic. BIRTHS - All births, live and still, must be notified to Medical Officer of Health within 36 hours by medical practitioner or midwife in attendance at or within 6 hours of birth. Relevant stamped post-cards available from Public Health Department. DIPHTHERIA IMMUNISATION - (a) Special free immunisation sessions held at Council Health Clinics (b) For families within economic scale of £250 per annum Council supply fluids to and pay family doctor 10/- for course and 3/6d. for postSchick test. For",Wembley,"married,women",bigram search,b19796286,Wembley.1940.b19796286.txt,1940
"most pronounced, being recorded in five out of the 18 cases. Nine of the patients were engaged in some indoor work (clerk, photographer or laboratory assistant), four were engaged in engineering or factory work, while two were in the services. The 28 heaviest incidence amongst the females was recorded at the ages 15 to 24, 9 in the group 15 to 19, and 15 in the group 20 to 24. A family history of infection was obtained in one-third of these. Five of these girls worked in a factory, nine were engaged in offices as clerks or typists, four were married women and two were shop assistants. The 42 notifications (16 male and 26 female) of non-pulmonary disease is a decline on the figure of 53 for last year. Of these patients 22 came here suffering from the disease. This year only six, 2 male and 4 female, had previously been notified before removal here, so that the number of new notifications is much the same as last year. Of the cases which contracted the infection locally, one-third suffered from infections of glands, mostly cervical; in most of the other cases the affected site was bone or joint, meninges, genito-urinary",Harrow,"married,women",bigram search,b19824427,Harrow.1941.b19824427.txt,1941
"with milk under the Milk (Mothers and Children) Order, 1918. The cost to the Council was £55 14s. 5d. Grants are made to the Southwark Diocesan Association towards the maintenance of unmarried mothers in their institutions. Grants of £125 3s. 9d. have been made during the year. 19 children have been sent to Convalescent Homes, at a cost to the Council of £89 4s. 0d. 235 children under school age suffering from minor ailments were referred to the London County Council for treatment. The cost to the Borough Council was £55 14s. 0d. War Time Nurseries. A considerable number of married women who registered under the National Services Act stated they would be prepared to do work of national importance. As many of these women had young children some provision was required to be made for their care during the mothers' working hours. In May, 1941, the Ministry of Health and the President of the Board of Education issued circulars Nos. 2388 and 1553 on the subject. These circulars directed local authorities to provide war time nurseries in their area if the Ministry of Labour and National Service had come to the conclusion from the facts at Sanitary Supervision of",Wandsworth,"married,women",bigram search,b18250993,Wandsworth.1941.b18250993.txt,1941
"grave shortage of nursing staff throughout the country and the gradual and continual withdrawal for national needs of experienced men and women of all grades, the hospitals staff have, by working longer hours in some cases, by more intensive application in others, and by cheerful acceptance generally of wartime stress and strain, successfully carried out their task of providing treatment for a substantial proportion of the sick population of the County of London. The methods which were adopted to meet the shortage of staff arising from wartime conditions, e.g., employment of women as substitutes for porters and laundrymen, employment of married women and of staff generally beyond the normal 16 age of retirement, to which reference is made in my Interim Report for 1941, have continued to be applied throughout the year. There have been a number of vacancies which could not be filled at once—amounting on an average to about five per cent. of the total positions. These vacancies increased during the winter months when a high proportion of staff were absent on account of sickness. As practically no casual labour was available, some of the hospitals were seriously short of domestic staff and had to work at times",LondonCountyCouncil,"married,women",bigram search,b18252874,LondonCountyCouncil.1942.b18252874.txt,1942
"(chiefly measles, whooping cough and pneumonia.) 46 Mother not at work 31 Removals 23 Child alleged to be fretting 18 Child now attending school 5 Miscellaneous reasons... ... 29 Withdrawal of Children. Since the Nurseries were opened (i.e. during the first year), some 152 children, who were accepted for admission and were actually in attendance, have been withdrawn. 37 Attendances of Children. It was somewhat unfortunate that the nurseries were opened at a time when measles, scarlet fever, whooping cough and chicken pox were epidemic. In spite of the fact that the prime function of these nurseries is to release married women for industry, there are certain fundamental public health precautionary measures (e.g., exclusion of children with infectious or suspiciously infectious illness ; quarantine, etc.) which must be enforced in the public interest even although their enforcement may keep the mothers at home for a time. Infectious disease and its prevention in a day nursery is a serious problem requiring constant vigilant attention if the nursery is to be kept from degenerating into a hotbed of infection. The following figures show the average attendances throughout the year. It should be realised that a few months elapsed before each Nursery received",Leyton,"married,women",bigram search,b1979289x,Leyton.1943.b1979289x.txt,1943
"or puerperal pyrexia. Home Helps. The revised Home Help scheme operating during the year 1944 has provided domestic assistance for 28 households as compared with 8 only during the previous year. The main features of the new scheme are, the increase in the rate of pay from an all-in payment of 30/- per week to an hourly rate of l/6d.; the arrangements supervised by a Home Help Organiser, and a reduction in the hours worked to those necessary only to carry out the essential domestic work of the house—generally from four to six per day—thus enabling a greater number of married women to take up this work. Enemy attack, evacuation and competition from superior priorities in the labour field have made the year a difficult one both in actual operation and in valuation of experience upon which to base future developments. Sterilised Maternity Outfits. Sterile outfits in sealed containers for use at confinements may be had from the Welfare Centres or from the Council's midwife. They are supplied at cost price, and in necessitous cases at half price or free of cost according to means. During the year 33 outfits Avere supplied at cost price. Dental Scheme. The demand for",MertonandMorden,"married,women",bigram search,b19882683,MertonandMorden.1944.b19882683.txt,1944
"for medical benefit under the national health insurance acts. In compliance with this letter the Council have exercised the power given to them by consent or approval of the Ministry under section 177 of the Public Health Act, 1936, to supply insulin for persons suffering from diabetes among the poorer inhabitants of the District. During the year 28 women and 1 youth under insurable age were supplied with this remedy, and of these 24 received free supplies and 5 at reduced cost in accordance with the Council's scale. The majority of these persons were elderly women, 12 being widows or married women in receipt of old age pensions. Every person applying for a grant was required to furnish a medical prescription stating the variety and amount of insulin to be used. During the year a total of 214,600 units of insulin was supplied under the Council scheme, this being made up of 47,000 Soluble, 62,400 Zinc Protamine, and 105,200 units of Globin Insulin. Water. The water supply of the area and of its several parts has been satisfactory both in quality and in quantity. 7 A piped supply of water is laid on to almost the whole of the houses",Hornchurch,"married,women",bigram search,b1979227x,Hornchurch.1944.b1979227x.txt,1944
"children. No legal proceedings were necessary. The Council's scheme of guaranteed payments to foster mothers was utilised in three instances. Daily Guardians : 28 persons were registered for the care of 13 children. At the end of the year the Register contained the names of 25 guardians who had charge of 13 children. Perambulator Scheme : Advantage continued to be taken of these facilities, the number of perambulators available for hire being 76 (including 3 twin perambulators). Contraceptive Advice, etc. : The Council have an arrangement with the North Kensington Women's Welfare Centre for the giving of contraceptive advice to married women who are already in attendance at a Maternity & Child Welfare Centre of the Council and whose health would be adversely affected by another pregnancy, the cost (10s. Od.) being borne by the Council in appropriate cases. Five such women were referred for advice during the year, four of whom attended. Extra Nourishment : The National Milk Scheme is supplemented, where necessary on medical grounds, by grants under the Council's scheme. 63 applications were dealt with during the year, all of which were granted. Care of Illegitimate Children : The duties of Welfare Worker in this connection are",PaddingtonMetropolitanBorough,"married,women",bigram search,b18245535,PaddingtonMetropolitanBorough.1945.b18245535.txt,1945
"5 Congenital malformation, Prematurity and other neo-natal causes 29 22 7 Want of attention 6 - 6 Broncho-pneumonia 10 6 4 Accident - - - Other causes 9 5 4 Syphilis - - - Whooping cough 2 2 — 67 41 26 2 while stillbirths are fewer, infantile; mortality shows an increase largely due to prematurity, congenital malformations and other no -natal causes. Of forty three premature infants born, thirty six survived. In spite of the shortage of maternity bods and nursing staff additional hospital accommodation has been secured for westminstar mothers. This has been of much comfort to young married women whose home has been with relatives or in furnished rooms. In 1944, 6l? births were in hospital and in 1945, 753. By arrangement with the London County Covin oil resorved accommodation increased from 6 to 3 bods. CAUSES or DEATH (At all aces) Males Females Total Influenza 2 2 Meningitis & Convulsions 3 3 6 Diarrhoea 7 6 13 Septic Diseases 3 - 3 Syphilis 3 1 4 Diabetes l 1 2 Tuberculosis of Lungs 35 7 42 Non-pulmonary Tuberculosis 2 3 5 Malignant growths 103 83 186 Congenital debility) Malformation etc. ) 23 13 36 01d. age",CityofWestminster,"married,women",bigram search,b1824807x,CityofWestminster.1945.b1824807x.txt,1945
"On the 10th December 1945, there were, however, only 118 insured persons without employment registered at the Barking Employment Exchange. The demand for labour has been greatly in excess of the supply but the importation of labour from other regions has not been possible, except in small numbers, owing to the difficulty in securing lodging accommodation in this and adjacent areas. A marked feature of industry during the war years has been the services rendered by married women, who were called upon to assist in the national effort. During the latter part of 1945, there was a visible tendency for married women to leave industry, due no doubt to increasing domestic responsibilities consequent upon the return of evacuee children and men returning home from the Forces. During the year, work was commenced at a site in Thames Road on the erection of a new Government Training Centre for training building trade workers. This Centre will be completed during 1946 and will provide for about 600 trainees at a time. 25 (e) Travelling Facilities. Time and time again, particularly, of course, before the war, I have made adverse comments on the facilities for travelling to and from Barking, and I do",Barking,"married,women",bigram search,b19784351,Barking.1945.b19784351.txt,1945
"of the scheme necessitated the removal from the nurseries of a number of children whose parents had no prior claims in order to provide vacancies for those on the waiting list with such claims. This procedure which naturally aroused a little feeling was initiated at the end of 1946 and satisfactorily completed early in 1947. The categories entitling to preference in the allocation of nursery vacancies are as follow:— Separated or deserted wives. Widows. Unmarried mothers. Married women whose husbands are unemployed, or frequently ill and unable to work full time. Married women with husbands in the forces. Applications from married women whose husbands are in full-time employment are dealt with on their merits (the husband's earnings being one of the factors considered) when vacancies not required by the 21 priority groups are available. Accommodation is also made available when mothers have to undergo medical treatment in hospital or in cases of urgent domestic difficulties. SCHOOL HEALTH SERVICE. The County Medical Officer has kindly furnished me with the following statistics giving the results of the medical inspection of school children in the borough: Children examined 3,272 Bethnal Green. Per cent London (Average) Per cent. Clothing and Boots: Good 2,105 64.33",BethnalGreenMetropolitanBorough,"married,women",bigram search,b18236777,BethnalGreenMetropolitanBorough.1946.b18236777.txt,1946
"for two or three months after confinement — Complete Dental Scheme, extractions, conservative treatment and artificial dentures, nitrous oxide anaesthesia available — Special foods, nutrients, drugs, dressings, etc., at Clinics, sterile dressing drums treated at Redhill County Hospital—Services available from the Clinics, Sunlight and Massage treatment at Wembley Hospital, Redhill and Central Middlesex County Hospitals, and Marlborough Hill Clinic, Harrow, Convalescent Home treatment, domiciliary nursing by arrangement with Wembley and Kingsbury District Nursing Associations, sterilised Maternity Outfits, X-ray 20 tions at Wembley Hospital, Redhill and Central Middlesex County Hospitals—Home Helps—Specialist Med.ical Services, Gynascological and Post-Natal Clinics, Birth Control Sessions for married women requiring birth control advice for medical reasons, ophthalmic cases, orthopaedic cases, child guidance cases, speech difficulty cases referred to Education Authority's Special Clinics —Clinic for children showing deafness or defective speech from deafness, or allergic asthma, etc., conditions, at Metropolitan Ear, Nose and Throat Hospital — Economic Circumstances Scale (revised January, 1947) according to which Milk and Accessory Foods, Artificial Dentures, Convalescent Treatment, Maternity Outfits, and Home and Domestic Helps available, scale depending on number in family and net income per head of family—Nursery Service 368 places, Nurseries open daily, Monday to Saturday, opening and closing times as",Wembley,"married,women",bigram search,b19796341,Wembley.1946.b19796341.txt,1946
"extension is to be given official recognition in the definition of the functions of the health visitor in the new Health Service Act. Her outlook is more sociological than clinical. Authorities provide day nurseries. The administration of these nurseries falls to the welfare committee in that it is the committee which has to be responsible for the arrangements for ensuring the health and well-being of the children but this is more the concern of the staff, whereas what concerns the committee more is the justification for the nurseries which leads to the discussion of such problems as the employment of married women and the country's drive for export. Again the domestic help service is not so very far removed from a domestic service agency, and while the service 5 deals with conditions closely related to the health or the sickness of the community the trend is the growth of a social welfare rather than a health, and certainly rather than a preventive health, service. The vital statistics for the year were very satisfactory, and as these are the only standards we have for assessing the health of a community we can assume that the health of the district was good.",Harrow,"married,women",bigram search,b19824476,Harrow.1946.b19824476.txt,1946
"the number of children to be accommodated on the premises. The numbers of foster children on the register at the end of the year and the number of visits of inspection paid during the year are shown below:— No. of children No. of visits No. of children No. of visits 1939 59 421 1943 67 591 1940 53 489 1944 52 452 1941 71 499 1945 50 585 1942 62 475 1946 49 373 11 DAY NURSERIES.—In 1941 the Council decided to provide day nurseries in preference to a supervised "" daily minder "" scheme as a method of enabling married women to enter industry. The first nursery, Nantly House, Hounslow (54 children) was opened on 2nd February, 1942, and was followed by Acton Lodge, Brentford End (35 children) on 1st July, 1942; Blenheim House, Hounslow West (50 children) on 9th August, 1943, and Heston Day Nursery (50 children) on 15th November, 1943. The charge for day nurseries was 1/- per day per child and the remainder of the cost was borne by the Government. On 1st April, 1946, the nurseries were taken over by the Council who receive a Government grant of approximately 50 per cent. of the net",Heston,"married,women",bigram search,b19968140,Heston.1946.b19968140.txt,1946
"operation of the service would have been much simplified had there been a sufficient number of part-time home helps available to meet the sudden increase in demands which occurred from time to time. It may be anticipated that the present trend in the birth rate will reach the peak in 1947, after which the provision of adequate home and domestic help should be less difficult. FAMILY PLANNING. During the year the Corporation made arrangements with the Carshalton and District Family Planning Association. A few women 24 attended the clinic conducted by this Association. They belong to the limited class of married women defined in Ministry of Health Memorandum 153, in whose cases further pregnancy would be detrimental to health. TREATMENT. Minor Ailments. Two hundred and ten cases were referred from the Maternity and Child Welfare Centres to the under-mentioned hospitals during the year:— Croydon General Hospital 85 St. Helier County Hospital 85 Guy's Hospital 26 Hospital for Sick Children (Great Ormond Street) ... , ... 12 Sutton and Cheam Hospital 1 Ear, Nose and Throat Hospital, W.l 1 210 The conditions requiring treatment were:— Orthopaedic Defects 36 Circumcision 37 Eye Conditions 32 Skin Conditions 32 Ear and Nose Conditions 9",BeddingtonandWallington,"married,women",bigram search,b19883821,BeddingtonandWallington.1946.b19883821.txt,1946
"and other causes, the number of perambulators available for issue was very much reduced, it was decided to terminate the scheme on the expiration of existing hiring agreements. The expenditure on this service from its inception in 1942 until the 30th June, 1946, was £383; income for the corresponding period was £438. There is no doubt that the scheme succeeded in its object of easing the position created by the scarcity and high price of perambulators during the war period. contraceptive advice.—The Council have an arrangement with the North Kensington Women's Welfare Centre for the giving of contraceptive advice to married women who are already in attendance at a Welfare Centre of the Council and whose health would be adversely affected by another pregnancy, the cost (10s. Od.) being borne by the Council in appropriate cases. Two such women were referred for advice during the year. extra nourishment.—The National Milk Scheme is supplemented, where necessary on medical grounds, by grants under the Council's scheme. Assistance was given in 20 such cases during the year. care of illegitimate children.—The duties of Welfare Worker in this connection are carried out by the Superintendent Health Visitor. During the year 13 women were admitted",PaddingtonMetropolitanBorough,"married,women",bigram search,b18245547,PaddingtonMetropolitanBorough.1946.b18245547.txt,1946
"is used and 26 visits to other factories. Factories where Women are Employed.—Since the termination of the war there has been some diminution in the employment of women. As a general rule employers continue to show an increased interest in the welfare of their women workers, although their efforts are hampered by the general shortage of necessary material. Outworkers.—Premises where homework is carried on were visited on 30 occasions by the Woman Inspector. No case of Infectious Disease was reported during the year. It is significant 33 to note that the number of Outworkers has increased, which indicates that many married women with home ties prefer to work in their own time. The majority of the homes inspected were found to be very satisfactory. Disinfestation of Verminous Premises.—The work of disinfestation of verminous houses has continued on the lines noted upon in previous Reports. The Sanitary Inspectors dealt with 181 cases where the rooms were either verminous or dirty; in addition the Disinfestation Staff sprayed 481 rooms and contents with vermicidal fluid, whilst in 24 cases bedding, etc., was removed to the Council's Disinfecting Station and treated by steam disinfection. Aged, Infirm and Physically Incapacitated Persons.— Cases of infirm persons",Greenwich,"married,women",bigram search,b18237666,Greenwich.1946.b18237666.txt,1946
"with the utmost difficulty that a reasonable standard of efficiency was maintained. When the flying-bomb attack developed in 1944-45, the hospitals sustained further damage. Child-patients and chronic sick patients, together with nursing staff, were evacuated from London to hospitals administered by other authorities, and four hospitals were opened by the Council in the provinces with staff of all grades, mostly transferred from London. This increased the difficulties and it became necessary to resort to the recruitment of persons not normally eligible for employment, e.g., aliens and staff beyond the normal age of retirement; to extend the fields of employment of married women and part-time workers; and to employ women on work hitherto done by men. Return of staff from war service With the conclusion of the war, 322 members of the permanent staff returned by the end of 1945, and a further 706 by the end of 1946; 72 members of the staff were 58 killed in action or died on war service, apart from those killed in London by bombs. Except for a few who have not yet been demobilised, the remainder resigned their positions to take up other forms of work. Staffing position after the war The acute",LondonCountyCouncil,"married,women",bigram search,b18252904,LondonCountyCouncil.1946.b18252904.txt,1946
"on four days or more, or 2s. per week for a child cared for on less than four days. Prospective guardians are registered by the Council after interview as to their suitability, and visits are paid to ensure that home conditions are satisfactory. During the year 18 (15) persons were registered for the care of 20 (15) children. At the end of the year the register contained the names of 7 (6) Guardians who had charge of 7 (6) children. CONTRACEPTIVE ADVICE.—The Council have an arrangement with the North Kensington Women's Welfare Centre for the giving of contraceptive advice to married women who are already in attendance at a Welfare Centre of the Council and whose health would be adversely affected by another pregnancy, the cost (10s. 0d.) being borne by the Council in appropriate cases. No use was made of this arrangement as compared with two cases during the previous year. EXTRA NOURISHMENT.—The National Milk Scheme is supplemented, where necessary on medical grounds, by grants under the Council's scheme. Assistance was given in 24 (20) such cases. 27 CARE OF ILLEGITIMATE CHILDREN.—The duties of Welfare Worker in this connection are carried out by the Superintendent Health Visitor. During the",PaddingtonMetropolitanBorough,"married,women",bigram search,b18245559,PaddingtonMetropolitanBorough.1947.b18245559.txt,1947
"1/'- per child per day. The attendance of children on Saturdays was poor, and only Nantly House Nursery opened regularly on Saturdays. The average attendance of children was 158 (Monday to Friday) and 17 (Saturday). The demand for accommodation continued and there was always a waiting list at each nursery. Admission generally was restricted to children of mothers in employment, but towards the end of the year the Council decided that social circumstances should also be considered and passed the following resolution "" that priority be accorded in the cases of children of separated or deserted wives, widows, unmarried mothers, married women whose husbands are frequently ill and unable to work full time and other cases of children in need of special care by reason of domestic or social conditions."" No excessive incidence of infectious disease was noted among the children attending the day nurseries. Shortage of staff was less than in previous years, but the educational care in the nurseries is still unsatisfactory owing to the shortage of trained nursery teachers and wardens. The chief causes of absence of staff are sickness, accidents or domestic reasons such as illness of child or relative. The percentage of time lost for",Heston,"married,women",bigram search,b19968152,Heston.1947.b19968152.txt,1947
"Social Conditions. The Manager of the local Employment Exchange states that there was an increase in employment in the area during 1947. In the boroughs of Kingston, Maiden and Coombe, and Surbiton, and the Esher Urban District, which is the area with which the local Employment Exchange deals, approximately 2,000 more men, and 300 less women, were employed than in 1946. The total figure of employed persons was some 6,000 more than in 1939. The percentage figure for unemployed was very small. Towards the end of the year, signs of a desire to return to work on the part of married women was noticed, and the numbers on the womens' register was higher than for some years. As a result of the raising of the school leaving age, there were only 222 leavers as compared with the usual 600, so that the supply of juvenile labour was not nearly sufficient to meet the demand. I am indebted to the Manager of the local Employment Exchange for this, and other useful information, and for the ready co-operation of his department throughout the year. The principal industries of the area are general engineering, motor engineering, building, manufacture of radio components and construction",KingstonuponThames,"married,women",bigram search,b19875095,KingstonuponThames.1947.b19875095.txt,1947
